Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,TriggerCount,BallToggleCount
Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,TriggerCount,BallToggleCount
2025-04-12 19:26:40,0.00,False,False,"None","(0.00, 0.00, 0.11)","(0.14, -0.28, -7.98)","(0.14, -0.28, -7.98)",Yellow,0,0
2025-04-12 19:26:40,0.00,False,False,"None","(0.00, 0.00, 0.11)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 19:26:41,0.00,False,False,"None","(0.00, 0.00, 1.00)","(0.14, -0.28, -7.98)","(0.14, -0.28, -7.98)",Yellow,0,0
2025-04-12 19:26:41,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 19:26:41,0.04,True,False,"(0.12, 1.46, -8.77)","(-0.15, -0.82, 0.56)","(-0.11, 1.12, -8.24)","(-0.18, 1.12, -8.24)",Yellow,1,0
2025-04-12 19:26:41,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 19:26:41,0.07,True,False,"(0.03, 1.29, -8.59)","(-0.17, -0.99, 0.04)","(-0.11, 1.12, -8.24)","(-0.18, 1.12, -8.24)",Yellow,1,0
2025-04-12 19:26:41,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 19:26:41,0.10,True,False,"(-0.05, 1.09, -8.52)","(-0.15, -0.95, -0.27)","(-0.11, 1.12, -8.24)","(-0.18, 1.12, -8.24)",Yellow,1,0
2025-04-12 19:26:41,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 19:26:41,0.13,True,False,"(-0.12, 0.87, -8.51)","(-0.13, -0.85, -0.51)","(-0.11, 1.12, -8.24)","(-0.18, 1.12, -8.24)",Yellow,1,0
