Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-03-14 14:40:49,0.00,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-03-14 14:40:50,0.00,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-03-14 14:40:50,0.05,True,False,(-2.83, 2.92, 0.72),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.06,True,False,(-2.83, 2.89, 0.71),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.10,True,False,(-2.83, 2.91, 0.72),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.13,True,False,(-2.83, 2.91, 0.70),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.15,True,False,(-2.83, 2.92, 0.70),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.16,True,False,(-2.83, 2.90, 0.70),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.17,True,False,(-2.83, 2.90, 0.70),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.20,True,False,(-2.83, 2.91, 0.70),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.22,True,False,(-2.83, 2.91, 0.70),Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.22,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.22,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.22,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.22,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.22,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-03-14 14:40:50,0.22,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
