Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,TriggerCount,BallToggleCount
Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,TriggerCount,BallToggleCount
2025-04-12 17:39:35,0.00,False,False,"None","(0.00, 0.00, 0.11)","(0.14, -0.28, -7.98)","(0.14, -0.28, -7.98)",Yellow,0,0
2025-04-12 17:39:35,0.00,False,False,"None","(0.00, 0.00, 0.11)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(0.14, -0.28, -7.98)","(0.14, -0.28, -7.98)",Yellow,0,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.04,True,False,"(-0.14, 1.60, -8.59)","(-0.78, 0.11, 0.61)","(-0.09, 1.43, -8.20)","(-0.15, 1.43, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.11,True,False,"(-0.82, 1.61, -8.47)","(-0.85, 0.12, -0.51)","(-0.10, 1.44, -8.20)","(-0.17, 1.44, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.14,True,False,"(-1.04, 1.62, -8.69)","(-0.72, 0.11, -0.69)","(-0.11, 1.44, -8.20)","(-0.17, 1.44, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.17,True,False,"(-1.21, 1.63, -8.99)","(-0.61, 0.09, -0.79)","(-0.12, 1.45, -8.20)","(-0.18, 1.44, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.21,True,False,"(-1.35, 1.64, -9.41)","(-0.50, 0.08, -0.86)","(-0.12, 1.45, -8.20)","(-0.19, 1.44, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.23,True,False,"(-1.40, 1.65, -9.71)","(-0.44, 0.07, -0.90)","(-0.13, 1.45, -8.20)","(-0.19, 1.44, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.27,True,False,"(-1.36, 1.64, -10.06)","(-0.36, 0.06, -0.93)","(-0.13, 1.45, -8.20)","(-0.19, 1.44, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.31,True,False,"(-1.25, 1.63, -10.28)","(-0.31, 0.06, -0.95)","(-0.13, 1.45, -8.20)","(-0.20, 1.45, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.34,True,False,"(-1.14, 1.62, -10.40)","(-0.28, 0.06, -0.96)","(-0.14, 1.45, -8.20)","(-0.20, 1.45, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.38,True,False,"(-1.01, 1.61, -10.49)","(-0.25, 0.06, -0.97)","(-0.14, 1.45, -8.20)","(-0.20, 1.45, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.41,True,False,"(-0.94, 1.61, -10.53)","(-0.24, 0.06, -0.97)","(-0.14, 1.45, -8.20)","(-0.21, 1.45, -8.19)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.44,True,False,"(-0.88, 1.60, -10.55)","(-0.23, 0.06, -0.97)","(-0.15, 1.45, -8.19)","(-0.21, 1.45, -8.18)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.47,True,False,"(-0.84, 1.60, -10.56)","(-0.22, 0.06, -0.97)","(-0.15, 1.45, -8.19)","(-0.21, 1.45, -8.18)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.49,True,False,"(-0.80, 1.60, -10.57)","(-0.20, 0.06, -0.98)","(-0.15, 1.45, -8.19)","(-0.21, 1.45, -8.18)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.52,True,False,"(-0.76, 1.60, -10.57)","(-0.19, 0.06, -0.98)","(-0.15, 1.45, -8.19)","(-0.22, 1.44, -8.18)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
2025-04-12 17:39:36,0.55,True,False,"(-0.72, 1.58, -10.57)","(-0.18, 0.03, -0.98)","(-0.15, 1.45, -8.19)","(-0.22, 1.44, -8.18)",Yellow,1,0
2025-04-12 17:39:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(2.06, -0.31, -8.12)","(2.06, -0.31, -8.12)",Yellow,0,0
