Timestamp,TotalGazeTime,BlueTriggerCount
2025-01-06 14:58:30,47.11,5
2025-01-06 15:01:40,46.09,5
2025-01-06 15:03:25,37.24,4
2025-01-06 15:05:04,41.82,5
2025-01-06 15:10:39,25.18,3
2025-01-06 15:31:57,79.40,9,0
2025-01-06 15:33:22,30.65,3,2
2025-01-06 15:34:48,36.45,4,0
