Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,BlueTriggerCount,BallToggleCount
2025-05-13 11:35:30,0.78,True,False,"(-0.07, 2.27, -2.10)","(0.95, 0.08, -0.29)","(-5.08, 1.74, -0.32)","(-5.10, 1.75, -0.38)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-13 11:35:31,1.79,True,False,"(-2.08, 1.43, -4.26)","(0.58, 0.01, -0.81)","(-5.10, 1.75, -0.35)","(-5.15, 1.75, -0.39)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-13 11:35:32,2.79,True,False,"(-3.70, 2.70, -4.25)","(0.33, 0.21, -0.92)","(-5.13, 1.77, -0.32)","(-5.19, 1.77, -0.34)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-13 11:35:33,3.79,True,False,"(-1.79, 1.08, -4.18)","(0.69, -0.11, -0.72)","(-5.11, 1.73, -0.28)","(-5.16, 1.73, -0.33)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-13 11:35:34,4.80,True,False,"(-3.93, 1.32, -1.88)","(0.58, -0.23, -0.78)","(-5.12, 1.70, -0.30)","(-5.17, 1.71, -0.35)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-13 11:35:35,5.80,True,False,"(-1.55, 1.68, -4.15)","(0.74, 0.05, -0.67)","(-5.14, 1.75, -0.28)","(-5.17, 1.76, -0.33)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-13 11:35:36,6.80,True,False,"(-2.51, 2.06, 0.88)","(0.91, 0.10, 0.40)","(-5.15, 1.74, -0.22)","(-5.12, 1.75, -0.28)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-13 11:35:37,7.81,True,False,"(-4.05, 0.93, 0.77)","(0.58, -0.46, 0.68)","(-5.13, 1.72, -0.41)","(-5.08, 1.72, -0.45)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-13 11:35:38,8.81,True,False,"(-3.53, 1.38, 0.81)","(0.77, -0.12, 0.62)","(-5.16, 1.73, -0.50)","(-5.11, 1.73, -0.54)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-13 11:35:39,9.81,True,False,"(-0.83, 2.08, 1.09)","(0.94, 0.05, 0.34)","(-5.08, 1.75, -0.46)","(-5.06, 1.76, -0.52)",Yellow,"(0.05, 0.05, 0.05)",1,0
