Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,BlueTriggerCount,BallToggleCount
2025-04-16 13:23:52,0.68,True,False,"(-4.37, 0.87, -1.77)","(0.73, -0.68, -0.08)","(-4.87, 1.36, -1.62)","(-4.88, 1.36, -1.68)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-16 13:23:53,1.69,True,False,"(-4.86, 1.33, -1.46)","(0.28, -0.92, 0.27)","(-4.88, 1.37, -1.43)","(-4.87, 1.37, -1.50)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-16 13:23:54,2.69,True,False,"(-4.65, 1.26, -1.36)","(0.89, -0.44, 0.15)","(-4.98, 1.48, -1.29)","(-4.98, 1.48, -1.36)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-16 13:23:55,3.69,True,False,"(-1.59, 0.05, -0.79)","(0.92, -0.38, 0.11)","(-5.02, 1.51, -1.22)","(-5.01, 1.52, -1.28)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-16 13:23:56,4.70,True,False,"(-1.39, 0.05, -0.71)","(0.93, -0.36, 0.13)","(-5.05, 1.52, -1.18)","(-5.04, 1.53, -1.24)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-16 13:23:57,5.70,True,False,"(-0.09, 1.51, -1.31)","(1.00, 0.00, -0.02)","(-5.09, 1.54, -1.20)","(-5.08, 1.54, -1.26)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-16 13:23:58,6.70,True,False,"(-0.08, 1.85, -3.96)","(0.83, 0.07, -0.55)","(-5.09, 1.55, -1.23)","(-5.10, 1.55, -1.29)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-16 13:23:59,7.70,True,False,"(-3.69, 0.92, -1.14)","(0.90, -0.43, 0.10)","(-5.08, 1.53, -1.19)","(-5.08, 1.53, -1.25)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-16 13:24:00,8.70,True,False,"(-1.88, 0.05, -0.83)","(0.90, -0.43, 0.12)","(-5.05, 1.55, -1.25)","(-5.03, 1.55, -1.31)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-16 13:24:01,9.71,True,False,"(-2.02, 1.80, -4.13)","(0.64, 0.11, -0.76)","(-5.00, 1.56, -1.08)","(-5.03, 1.55, -1.13)",Yellow,"(0.05, 0.05, 0.05)",1,0
