Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-04-09 15:13:34,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:35,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:36,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:37,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:38,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:39,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:40,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:41,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:42,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:43,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 15:13:44,0.00,False,False,"None",Yellow,"(0.05, 0.05, 0.05)",0,0
