Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-01-11 17:41:12,0.00,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:13,0.00,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:14,0.00,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:15,0.33,True,False,(-3.12, 2.45, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:16,1.33,True,False,(-3.27, 2.51, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:17,2.34,True,False,(-5.69, 2.95, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:18,3.07,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:19,3.28,True,False,(-5.68, 2.84, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:20,4.30,True,False,(-6.07, 2.90, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:21,5.32,True,False,(-6.67, 2.76, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:22,6.32,True,False,(-6.22, 2.88, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:23,6.76,True,False,(-6.25, 2.87, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:24,7.32,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:25,7.41,True,False,(-6.95, 3.03, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:26,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:27,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:28,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:29,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:30,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:31,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:32,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:33,7.68,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:34,7.92,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:35,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:36,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:37,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:38,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:39,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:40,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:41,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:42,8.18,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:43,8.46,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:44,8.46,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:45,8.46,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:46,9.20,True,False,(-4.65, 0.60, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:47,10.21,True,False,(-3.54, 0.14, 2.42),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:48,11.24,True,False,(-4.39, 0.05, 1.96),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:49,12.24,True,False,(-5.69, 1.25, 0.87),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:50,13.25,True,False,(-5.66, 1.27, 0.88),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-11 17:41:51,14.25,True,False,(-3.56, 0.05, 1.94),Blue,(0.08, 0.08, 0.08),1,0
2025-01-11 17:41:52,15.26,True,False,(-3.40, 0.05, 2.16),Blue,(0.08, 0.08, 0.08),1,0
2025-01-11 17:41:53,16.28,True,False,(-2.83, 0.35, 1.43),Blue,(0.08, 0.08, 0.08),1,0
2025-01-11 17:41:54,17.28,True,False,(-4.79, 0.94, 2.38),Blue,(0.08, 0.08, 0.08),1,0
