Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-01-06 23:21:04,0.66,True,False,(-5.01, 1.15, 0.53),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-06 23:21:05,1.68,True,False,(-3.88, 0.05, -0.39),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-06 23:21:06,2.69,True,False,(-3.00, 1.03, 0.80),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-06 23:21:07,3.69,True,False,(-2.83, 1.20, -2.22),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-06 23:21:08,4.70,True,False,(-4.92, 1.05, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-06 23:21:09,5.73,True,False,(-5.29, 0.95, -2.73),Blue,(0.08, 0.08, 0.08),1,0
2025-01-06 23:21:10,6.62,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-01-06 23:21:11,6.62,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-01-06 23:21:12,6.62,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
2025-01-06 23:21:13,6.62,False,False,None,Yellow,(0.05, 0.05, 0.05),1,0
