Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,BlueTriggerCount,BallToggleCount
2025-04-09 19:27:39,0.67,True,False,"(2.28, 1.34, -9.73)","(0.32, 0.06, -0.95)","(1.49, 0.99, -7.24)","(1.43, 0.98, -7.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 19:27:40,1.67,True,False,"(2.70, 0.82, -10.58)","(0.34, -0.04, -0.94)","(1.46, 0.98, -7.00)","(1.39, 0.97, -7.02)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 19:27:41,2.67,True,False,"(2.96, 0.09, -10.58)","(0.39, -0.22, -0.89)","(1.46, 0.97, -7.01)","(1.40, 0.97, -7.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 19:27:42,3.67,True,False,"(1.26, 0.39, -8.70)","(-0.06, -0.32, -0.94)","(1.42, 0.97, -7.02)","(1.36, 0.96, -7.02)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 19:27:43,4.67,True,False,"(1.40, 0.40, -8.70)","(0.01, -0.32, -0.95)","(1.42, 0.97, -7.02)","(1.35, 0.96, -7.01)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-09 19:27:44,5.67,True,False,"(1.59, 0.88, -10.17)","(0.05, -0.05, -1.00)","(1.42, 0.97, -7.02)","(1.35, 0.97, -7.01)",Blue,"(0.08, 0.08, 0.08)",1,0
2025-04-09 19:27:45,6.67,True,False,"(1.88, 1.07, -10.58)","(0.14, 0.08, -0.99)","(1.42, 0.98, -7.01)","(1.36, 0.97, -7.01)",Blue,"(0.08, 0.08, 0.08)",1,0
2025-04-09 19:27:47,7.69,True,False,"(2.14, 1.06, -9.23)","(0.31, 0.04, -0.95)","(1.44, 0.98, -7.00)","(1.38, 0.98, -7.01)",Blue,"(0.08, 0.08, 0.08)",1,0
2025-04-09 19:27:48,8.70,True,False,"(0.60, 1.25, -10.15)","(-0.33, 0.08, -0.94)","(1.43, 0.99, -7.01)","(1.37, 0.98, -7.00)",Blue,"(0.08, 0.08, 0.08)",1,0
2025-04-09 19:27:49,9.70,True,False,"(1.23, 1.01, -7.02)","(-0.86, 0.14, -0.49)","(1.41, 0.99, -6.96)","(1.37, 0.98, -6.91)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-09 19:27:50,10.70,True,False,"(1.49, 0.98, -6.96)","(-0.34, -0.03, -0.94)","(1.54, 0.98, -6.91)","(1.48, 0.98, -6.89)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-09 19:27:51,11.71,True,False,"(1.57, 0.98, -6.71)","(-0.63, 0.08, -0.77)","(1.61, 0.98, -6.72)","(1.56, 0.98, -6.68)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-09 19:27:52,12.73,True,False,"(1.69, 0.98, -6.97)","(0.15, 0.03, -0.99)","(1.70, 0.97, -6.75)","(1.64, 0.98, -6.75)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-09 19:27:53,13.73,True,False,"(1.57, 1.03, -6.83)","(-0.54, 0.40, -0.74)","(1.67, 0.99, -6.70)","(1.61, 1.00, -6.67)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-09 19:27:54,14.74,True,False,"(-1.61, 1.81, -7.62)","(-0.92, 0.25, -0.31)","(1.57, 0.98, -6.57)","(1.55, 0.95, -6.52)",Blue,"(0.08, 0.08, 0.08)",2,0
2025-04-09 19:27:55,15.76,True,False,"(1.50, 1.04, -6.67)","(-0.76, 0.33, -0.55)","(1.63, 1.00, -6.62)","(1.59, 0.98, -6.58)",Blue,"(0.08, 0.08, 0.08)",2,0
