Timestamp,TotalGazeTime,BlueTriggerCount,BallToggleCount
2025-01-06 15:55:29,5.01,1,0
2025-01-06 15:55:38,14.02,2,0
2025-01-06 15:55:47,23.02,3,0
2025-01-06 15:55:50,25.82,3,1
2025-01-06 15:55:54,29.25,3,2
2025-01-06 15:55:56,32.03,4,2
