Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,BlueTriggerCount,BallToggleCount
2025-04-30 16:58:30,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:31,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:32,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:33,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:34,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:35,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:37,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:38,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:39,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:40,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:41,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:42,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:43,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:44,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:45,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:46,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:47,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:48,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:49,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:50,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:51,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:52,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:53,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:54,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:55,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:56,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:57,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:58,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:58:59,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:59:00,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:59:01,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:59:02,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:59:03,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:59:04,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-30 16:59:05,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.21, -0.03, -1.03)","(-4.21, -0.03, -1.03)",Yellow,"(0.05, 0.05, 0.05)",0,0
