Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,BlueTriggerCount,BallToggleCount
2025-05-09 12:06:47,0.58,True,False,"(-4.45, 1.59, -4.25)","(0.10, 0.06, -0.99)","(-4.78, 1.46, -1.03)","(-4.84, 1.46, -1.04)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-09 12:06:48,1.59,True,False,"(-4.28, 1.16, -4.01)","(0.18, -0.12, -0.98)","(-4.78, 1.47, -1.01)","(-4.84, 1.47, -1.02)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-09 12:06:49,2.59,True,False,"(-3.25, 0.51, -4.25)","(0.42, -0.26, -0.87)","(-4.72, 1.46, -1.04)","(-4.77, 1.46, -1.08)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-09 12:06:50,3.59,True,False,"(-4.00, 1.14, -4.01)","(0.22, -0.08, -0.97)","(-4.73, 1.47, -1.03)","(-4.79, 1.47, -1.06)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-09 12:06:51,4.60,True,False,"(-3.18, 1.72, -4.26)","(0.52, 0.01, -0.85)","(-4.72, 1.47, -1.01)","(-4.77, 1.48, -1.04)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-05-09 12:06:52,5.60,True,False,"(-3.45, 2.43, -4.24)","(0.15, 0.29, -0.94)","(-4.73, 1.49, -1.03)","(-4.80, 1.49, -1.04)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-09 12:06:53,6.60,True,False,"(-8.80, 2.30, -3.85)","(-0.80, 0.16, -0.58)","(-4.84, 1.49, -1.03)","(-4.88, 1.49, -0.99)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-09 12:06:54,7.60,True,False,"(-4.49, 1.82, -4.26)","(0.14, 0.11, -0.98)","(-4.77, 1.47, -1.03)","(-4.83, 1.48, -1.04)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-09 12:06:55,8.61,True,False,"(-4.48, 1.82, -4.26)","(0.08, 0.10, -0.99)","(-4.77, 1.48, -1.02)","(-4.83, 1.48, -1.04)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-05-09 12:06:56,9.61,True,False,"(-7.47, 1.62, -4.25)","(-0.66, 0.01, -0.75)","(-4.89, 1.48, -0.98)","(-4.94, 1.48, -0.94)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-09 12:06:57,10.61,True,False,"(-6.55, 0.97, -4.26)","(-0.41, -0.12, -0.91)","(-4.85, 1.45, -0.94)","(-4.92, 1.46, -0.94)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-09 12:06:58,11.61,True,False,"(-5.78, 1.33, -4.00)","(-0.28, -0.03, -0.96)","(-4.84, 1.46, -0.93)","(-4.91, 1.46, -0.92)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-09 12:06:59,12.62,True,False,"(-5.80, 1.33, -4.00)","(-0.31, -0.05, -0.95)","(-4.84, 1.46, -0.93)","(-4.91, 1.46, -0.93)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-09 12:07:00,13.62,True,False,"(-5.39, 1.19, -4.00)","(-0.23, -0.04, -0.97)","(-4.84, 1.46, -0.94)","(-4.90, 1.46, -0.93)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-09 12:07:01,14.62,True,False,"(-5.40, 1.07, -4.00)","(-0.15, -0.13, -0.98)","(-4.85, 1.46, -0.94)","(-4.91, 1.46, -0.93)",Blue,"(0.13, 0.13, 0.13)",2,0
