Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,BlueTriggerCount,BallToggleCount
2025-04-12 20:00:25,0.70,True,False,"(-3.51, 1.42, -4.26)","(0.15, 0.08, -0.98)","(-4.10, 1.40, -1.00)","(-4.17, 1.41, -1.01)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-12 20:00:26,1.71,True,False,"(-3.54, 1.22, -4.26)","(0.10, -0.10, -0.99)","(-4.01, 1.48, -0.90)","(-4.07, 1.51, -0.91)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-12 20:00:27,2.72,True,False,"(-3.92, 1.03, -1.36)","(-0.12, -0.51, -0.85)","(-3.83, 1.18, -1.05)","(-3.88, 1.21, -1.06)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-12 20:00:28,3.72,True,False,"(-3.70, 0.96, -1.38)","(0.04, -0.56, -0.83)","(-3.67, 1.15, -0.99)","(-3.74, 1.17, -0.99)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-12 20:00:29,4.75,True,False,"(-3.66, 1.06, -0.98)","(-0.29, -0.41, -0.87)","(-3.59, 1.12, -0.87)","(-3.65, 1.12, -0.86)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-12 20:00:30,5.75,True,False,"(-3.65, 1.03, -0.98)","(-0.20, -0.42, -0.88)","(-3.58, 1.11, -0.84)","(-3.64, 1.11, -0.82)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-12 20:00:31,6.76,True,False,"(-3.67, 1.02, -0.98)","(-0.21, -0.40, -0.89)","(-3.59, 1.11, -0.81)","(-3.65, 1.11, -0.78)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-12 20:00:32,7.79,True,False,"(-3.69, 0.98, -0.98)","(-0.31, -0.53, -0.79)","(-3.59, 1.10, -0.82)","(-3.65, 1.10, -0.79)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-12 20:00:33,8.80,True,False,"(-3.75, 1.02, -0.98)","(-0.60, -0.32, -0.73)","(-3.59, 1.10, -0.82)","(-3.65, 1.09, -0.79)",Blue,"(0.13, 0.13, 0.13)",1,0
2025-04-12 20:00:34,9.83,True,False,"(-3.68, 1.00, -0.98)","(-0.30, -0.45, -0.84)","(-3.59, 1.09, -0.82)","(-3.65, 1.09, -0.79)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-12 20:00:35,10.84,True,False,"(-3.65, 1.02, -0.98)","(-0.24, -0.38, -0.89)","(-3.58, 1.09, -0.82)","(-3.64, 1.09, -0.79)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-12 20:00:36,11.85,True,False,"(-3.76, 1.00, -0.98)","(-0.42, -0.47, -0.78)","(-3.57, 1.12, -0.73)","(-3.63, 1.12, -0.70)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-12 20:00:37,12.86,True,False,"(-3.89, 0.96, -1.00)","(-0.53, -0.20, -0.82)","(-3.47, 1.12, -0.41)","(-3.53, 1.11, -0.38)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-12 20:00:38,13.86,True,False,"(-8.80, 1.02, -3.16)","(-0.82, -0.07, -0.56)","(-3.40, 1.12, -0.15)","(-3.44, 1.12, -0.10)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-04-12 20:00:39,14.89,True,False,"(-3.59, 0.99, -0.99)","(-0.26, -0.15, -0.95)","(-3.37, 1.11, -0.20)","(-3.43, 1.12, -0.18)",Blue,"(0.13, 0.13, 0.13)",2,0
2025-04-12 20:00:40,15.89,True,False,"(-3.83, 0.93, -0.99)","(-0.30, -0.14, -0.94)","(-3.59, 1.03, -0.50)","(-3.65, 1.03, -0.47)",Blue,"(0.13, 0.13, 0.13)",2,0
2025-04-12 20:00:41,16.91,True,False,"(-3.83, 1.07, -0.99)","(-0.30, -0.59, -0.75)","(-3.59, 1.47, -0.50)","(-3.65, 1.47, -0.47)",Blue,"(0.13, 0.13, 0.13)",2,0
2025-04-12 20:00:42,17.94,True,False,"(-3.65, 1.05, -0.98)","(-0.11, -0.64, -0.76)","(-3.57, 1.46, -0.47)","(-3.64, 1.45, -0.45)",Blue,"(0.13, 0.13, 0.13)",2,0
