Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-01-07 20:08:55,45.96,True,False,(-4.89, 0.94, 2.42),Yellow,(0.05, 0.05, 0.05),5,0
2025-01-07 20:08:56,46.96,True,False,(-5.08, 0.93, 2.42),Yellow,(0.05, 0.05, 0.05),5,0
2025-01-07 20:08:57,47.98,True,False,(-4.82, 0.97, 2.42),Yellow,(0.05, 0.05, 0.05),5,0
2025-01-07 20:08:58,48.98,True,False,(-4.81, 0.97, 2.42),Yellow,(0.05, 0.05, 0.05),5,0
2025-01-07 20:08:59,49.99,True,False,(-4.90, 0.87, 2.42),Yellow,(0.05, 0.05, 0.05),5,0
2025-01-07 20:09:00,50.99,True,False,(-5.38, 0.77, 2.42),Blue,(0.08, 0.08, 0.08),6,0
2025-01-07 20:09:01,51.99,True,False,(-6.52, 2.91, 2.42),Blue,(0.08, 0.08, 0.08),6,0
2025-01-07 20:09:02,52.03,False,False,None,Yellow,(0.05, 0.05, 0.05),6,0
2025-01-07 20:09:03,52.03,False,False,None,Yellow,(0.05, 0.05, 0.05),6,0
2025-01-07 20:09:04,52.98,True,False,(-5.98, 2.83, 2.42),Blue,(0.08, 0.08, 0.08),6,0
2025-01-07 20:09:05,53.98,True,False,(-5.69, 2.66, 2.42),Blue,(0.08, 0.08, 0.08),6,0
2025-01-07 20:09:06,54.98,True,False,(-5.77, 2.90, 2.42),Yellow,(0.05, 0.05, 0.05),6,0
2025-01-07 20:09:07,55.99,True,False,(-5.92, 2.95, 2.42),Yellow,(0.05, 0.05, 0.05),6,0
2025-01-07 20:09:08,56.92,True,False,(-6.05, 2.88, 2.42),Yellow,(0.05, 0.05, 0.05),6,0
2025-01-07 20:09:09,57.92,True,False,(-6.15, 2.84, 2.42),Yellow,(0.05, 0.05, 0.05),6,0
