Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-01-07 15:35:32,0.80,True,False,(-7.03, 1.23, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 15:35:33,1.80,True,False,(-3.39, 1.00, -2.75),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 15:35:34,2.81,True,False,(-3.42, 1.02, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 15:35:35,3.81,True,False,(-4.94, 1.04, 0.56),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 15:35:36,4.81,True,False,(-5.23, 1.22, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 15:35:37,5.81,True,False,(-5.87, 1.05, -2.94),Blue,(0.08, 0.08, 0.08),1,0
2025-01-07 15:35:38,6.82,True,False,(-5.19, 1.12, 0.70),Blue,(0.08, 0.08, 0.08),1,0
2025-01-07 15:35:39,7.82,True,False,(-8.61, 1.97, 0.53),Blue,(0.08, 0.08, 0.08),1,0
2025-01-07 15:35:40,8.82,True,False,(-6.15, 0.85, -0.37),Blue,(0.08, 0.08, 0.08),1,0
2025-01-07 15:35:41,9.84,True,False,(-6.47, 1.64, -2.72),Yellow,(0.05, 0.05, 0.05),1,0
2025-01-07 15:35:42,10.84,True,False,(-5.29, 1.45, -2.77),Yellow,(0.05, 0.05, 0.05),1,0
2025-01-07 15:35:43,11.84,True,False,(-5.85, 1.48, -2.94),Yellow,(0.05, 0.05, 0.05),1,0
2025-01-07 15:35:44,12.85,True,False,(-6.44, 0.89, -0.42),Yellow,(0.05, 0.05, 0.05),1,0
2025-01-07 15:35:45,13.85,True,False,(-8.61, 1.95, 0.43),Yellow,(0.05, 0.05, 0.05),1,0
2025-01-07 15:35:46,14.06,False,False,None,Yellow,(0.05, 0.05, 0.05),2,0
2025-01-07 15:35:47,14.06,False,False,None,Yellow,(0.05, 0.05, 0.05),2,0
2025-01-07 15:35:48,14.06,False,False,None,Yellow,(0.05, 0.05, 0.05),2,0
2025-01-07 15:35:49,14.06,False,False,None,Yellow,(0.05, 0.05, 0.05),2,0
2025-01-07 15:35:50,14.06,False,False,None,Yellow,(0.05, 0.05, 0.05),2,0
