Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-01-12 11:03:00,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:01,0.51,True,(-3.92, 1.71, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:02,1.53,True,(-5.52, 2.11, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:03,2.17,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:04,2.17,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:05,2.17,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:06,2.82,True,(-4.94, 1.28, 2.31),Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:07,3.84,True,(-4.22, 1.19, 2.26),Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:08,4.84,True,(-3.71, 1.25, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:09,5.86,True,(-4.24, 1.30, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:10,6.86,True,(-4.61, 1.68, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-12 11:03:11,7.87,True,(-5.52, 1.91, 2.42),Blue,(0.08, 0.08, 0.08),1
2025-01-12 11:03:12,8.90,True,(-4.24, 1.69, 2.26),Blue,(0.08, 0.08, 0.08),1
2025-01-12 11:03:13,9.91,True,(-3.91, 1.66, 2.42),Blue,(0.08, 0.08, 0.08),1
2025-01-12 11:03:14,10.93,True,(-3.92, 1.70, 2.42),Blue,(0.08, 0.08, 0.08),1
2025-01-12 11:03:15,11.95,True,(-3.90, 1.96, 2.42),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:16,12.95,True,(-7.21, 3.08, 2.42),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:17,13.97,True,(-3.80, 2.99, 2.42),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:18,14.77,False,None,Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:19,15.28,False,None,Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:20,15.28,False,None,Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:21,15.28,False,None,Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:22,15.50,True,(-6.30, 2.77, 2.71),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:23,16.52,True,(-5.99, 2.49, 2.71),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:24,17.53,True,(-5.99, 2.49, 2.71),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:25,18.54,True,(-4.81, 2.65, -2.65),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:26,19.55,True,(-4.81, 2.65, -2.65),Yellow,(0.05, 0.05, 0.05),1
2025-01-12 11:03:27,20.56,True,(-3.36, 2.53, 2.71),Blue,(0.08, 0.08, 0.08),2
2025-01-12 11:03:28,21.57,True,(-4.55, 2.92, 2.71),Blue,(0.08, 0.08, 0.08),2
2025-01-12 11:03:29,22.57,True,(-3.73, 2.92, 2.71),Blue,(0.08, 0.08, 0.08),2
2025-01-12 11:03:30,23.57,True,(-3.25, 2.99, 2.71),Blue,(0.08, 0.08, 0.08),2
2025-01-12 11:03:31,24.57,True,(-3.83, 3.41, 2.71),Yellow,(0.05, 0.05, 0.05),2
2025-01-12 11:03:32,25.60,True,(-4.14, 3.05, 2.71),Yellow,(0.05, 0.05, 0.05),2
2025-01-12 11:03:33,26.61,True,(-4.30, 3.30, 2.71),Yellow,(0.05, 0.05, 0.05),2
2025-01-12 11:03:34,27.64,True,(-5.15, 2.34, 2.71),Yellow,(0.05, 0.05, 0.05),2
2025-01-12 11:03:35,28.64,True,(-4.67, 2.11, 2.71),Yellow,(0.05, 0.05, 0.05),2
2025-01-12 11:03:36,29.65,True,(-4.64, 2.32, 2.71),Blue,(0.08, 0.08, 0.08),3
2025-01-12 11:03:37,30.65,True,(-4.25, 2.21, 2.57),Blue,(0.08, 0.08, 0.08),3
2025-01-12 11:03:38,31.69,True,(-4.15, 2.19, 2.55),Blue,(0.08, 0.08, 0.08),3
2025-01-12 11:03:39,32.70,True,(-4.25, 2.40, 2.71),Blue,(0.08, 0.08, 0.08),3
2025-01-12 11:03:40,33.42,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:41,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:42,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:43,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:44,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:45,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:46,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:47,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:48,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:49,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:50,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:51,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:52,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:53,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:54,33.53,False,None,Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:55,33.78,True,(-4.58, 3.21, -2.65),Yellow,(0.05, 0.05, 0.05),3
2025-01-12 11:03:56,33.92,False,None,Yellow,(0.05, 0.05, 0.05),3
