Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-01-11 09:31:16,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:17,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:18,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:20,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:26,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:27,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:28,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:29,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:30,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:31,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:32,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:33,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:34,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:35,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:36,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:37,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:38,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:39,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:40,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:41,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:42,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:43,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:44,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:45,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:46,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:47,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:48,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:49,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:50,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:51,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 09:31:52,0.79,True,(-5.04, 3.14, 2.42),Yellow,(0.05, 0.05, 0.05),0
