Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-01-11 14:54:27,0.45,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-01-11 14:54:28,0.95,True,(-6.13, 1.19, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-11 14:54:29,1.95,True,(-6.30, 0.91, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-11 14:54:30,2.95,True,(-6.17, 0.79, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-11 14:54:31,3.97,True,(-6.05, 0.98, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-11 14:54:32,4.98,True,(-6.08, 1.03, 2.42),Yellow,(0.05, 0.05, 0.05),0
2025-01-11 14:54:33,5.98,True,(-6.15, 1.00, 2.42),Blue,(0.08, 0.08, 0.08),1
2025-01-11 14:54:34,6.99,True,(-6.17, 1.06, 2.42),Blue,(0.08, 0.08, 0.08),1
2025-01-11 14:54:35,8.01,True,(-6.15, 1.06, 2.42),Blue,(0.08, 0.08, 0.08),1
2025-01-11 14:54:36,9.01,True,(-6.16, 1.04, 2.42),Blue,(0.08, 0.08, 0.08),1
2025-01-11 14:54:37,10.02,True,(-6.18, 1.02, 2.42),Yellow,(0.05, 0.05, 0.05),1
2025-01-11 14:54:38,11.03,True,(-6.24, 1.16, 2.25),Yellow,(0.05, 0.05, 0.05),1
2025-01-11 14:54:39,12.05,True,(-6.57, 1.03, 2.42),Yellow,(0.05, 0.05, 0.05),1
2025-01-11 14:54:40,13.06,True,(-6.08, 1.05, 2.42),Yellow,(0.05, 0.05, 0.05),1
2025-01-11 14:54:41,14.07,True,(-6.26, 1.14, 2.25),Yellow,(0.05, 0.05, 0.05),1
2025-01-11 14:54:42,15.09,True,(-6.05, 1.04, 2.42),Blue,(0.08, 0.08, 0.08),2
2025-01-11 14:54:43,16.12,True,(-6.01, 1.11, 2.42),Blue,(0.08, 0.08, 0.08),2
2025-01-11 14:54:44,17.12,True,(-6.22, 2.18, 2.42),Blue,(0.08, 0.08, 0.08),2
2025-01-11 14:54:46,18.15,True,(-6.06, 2.63, 2.39),Blue,(0.08, 0.08, 0.08),2
2025-01-11 14:54:47,19.15,True,(-5.89, 2.44, 2.42),Yellow,(0.05, 0.05, 0.05),2
2025-01-11 14:54:48,20.16,True,(-6.00, 2.80, 2.25),Yellow,(0.05, 0.05, 0.05),2
2025-01-11 14:54:49,21.16,True,(-7.68, 2.65, 2.68),Yellow,(0.05, 0.05, 0.05),2
2025-01-11 14:54:50,22.16,True,(-8.61, 2.71, 2.13),Yellow,(0.05, 0.05, 0.05),2
2025-01-11 14:54:51,23.16,True,(-8.80, 3.63, 1.32),Yellow,(0.05, 0.05, 0.05),2
