Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-01-09 15:22:33,1.00,True,(-4.61, 1.35, 2.27),Yellow,(0.05, 0.05, 0.05),0
2025-01-09 15:22:34,2.00,True,(-4.61, 1.35, 2.26),Yellow,(0.05, 0.05, 0.05),0
2025-01-09 15:22:35,3.00,True,(-4.61, 1.35, 2.28),Yellow,(0.05, 0.05, 0.05),0
2025-01-09 15:22:36,4.01,True,(-4.61, 1.35, 2.27),Yellow,(0.05, 0.05, 0.05),0
2025-01-09 15:22:37,5.01,True,(-4.61, 1.35, 2.28),Blue,(0.08, 0.08, 0.08),1
2025-01-09 15:22:38,6.01,True,(-4.61, 1.35, 2.26),Blue,(0.08, 0.08, 0.08),1
2025-01-09 15:22:39,7.02,True,(-4.60, 1.35, 2.29),Blue,(0.08, 0.08, 0.08),1
2025-01-09 15:22:40,8.02,True,(-4.60, 1.35, 2.29),Blue,(0.08, 0.08, 0.08),1
2025-01-09 15:22:41,9.02,True,(-4.61, 1.35, 2.28),Yellow,(0.05, 0.05, 0.05),1
2025-01-09 15:22:42,10.02,True,(-4.60, 1.35, 2.28),Yellow,(0.05, 0.05, 0.05),1
2025-01-09 15:22:43,11.03,True,(-4.61, 1.35, 2.27),Yellow,(0.05, 0.05, 0.05),1
2025-01-09 15:22:44,12.03,True,(-4.60, 1.35, 2.29),Yellow,(0.05, 0.05, 0.05),1
2025-01-09 15:22:45,13.05,True,(-4.60, 1.35, 2.28),Yellow,(0.05, 0.05, 0.05),1
2025-01-09 15:22:46,14.05,True,(-4.60, 1.35, 2.29),Blue,(0.08, 0.08, 0.08),2
2025-01-09 15:22:47,15.05,True,(-4.61, 1.35, 2.26),Blue,(0.08, 0.08, 0.08),2
2025-01-09 15:22:48,16.06,True,(-4.61, 1.35, 2.25),Blue,(0.08, 0.08, 0.08),2
2025-01-09 15:22:49,17.07,True,(-4.61, 1.35, 2.25),Blue,(0.08, 0.08, 0.08),2
2025-01-09 15:22:50,18.08,True,(-4.61, 1.35, 2.25),Yellow,(0.05, 0.05, 0.05),2
2025-01-09 15:22:51,19.09,True,(-4.61, 1.35, 2.26),Yellow,(0.05, 0.05, 0.05),2
2025-01-09 15:22:52,20.09,True,(-4.61, 1.35, 2.26),Yellow,(0.05, 0.05, 0.05),2
2025-01-09 15:22:53,21.09,True,(-4.61, 1.35, 2.26),Yellow,(0.05, 0.05, 0.05),2
2025-01-09 15:22:54,22.10,True,(-4.60, 1.35, 2.27),Yellow,(0.05, 0.05, 0.05),2
2025-01-09 15:22:55,23.11,True,(-4.60, 1.35, 2.27),Blue,(0.08, 0.08, 0.08),3
2025-01-09 15:22:56,24.11,True,(-4.60, 1.35, 2.28),Blue,(0.08, 0.08, 0.08),3
2025-01-09 15:22:57,25.11,True,(-4.61, 1.35, 2.26),Blue,(0.08, 0.08, 0.08),3
2025-01-09 15:22:58,26.12,True,(-4.61, 1.35, 2.26),Blue,(0.08, 0.08, 0.08),3
2025-01-09 15:22:59,27.12,True,(-4.61, 1.35, 2.27),Yellow,(0.05, 0.05, 0.05),3
2025-01-09 15:23:00,28.14,True,(-4.61, 1.35, 2.26),Yellow,(0.05, 0.05, 0.05),3
