Timestamp,FocusOBJ,HitPointX,HitPointY,HitPointZ,DidHit,GazeDuration,Cache
17:50:23.398,None,0,0,0,False,0,
17:50:23.476,None,0,0,0,False,0,
17:50:23.506,Untagged,-5.154465,1.715879,2.42,True,0.0340317,Untagged
17:50:23.519,Untagged,-5.154971,1.715479,2.42,True,0.0493002,Untagged
17:50:23.531,Untagged,-5.155668,1.715431,2.42,True,0.0596464,Untagged
17:50:23.545,Untagged,-5.155111,1.715089,2.42,True,0.0726973,Untagged
17:50:23.559,Untagged,-5.154784,1.715424,2.42,True,0.0871257,Untagged
17:50:23.572,Untagged,-5.153867,1.715073,2.42,True,0.0997607,Untagged
17:50:23.586,Untagged,-5.153949,1.714839,2.42,True,0.1135899,Untagged
17:50:23.599,Untagged,-5.154512,1.715084,2.42,True,0.1272353,Untagged
17:50:23.612,Untagged,-5.154551,1.715047,2.42,True,0.1405998,Untagged
17:50:23.626,Untagged,-5.154634,1.715321,2.42,True,0.1555457,Untagged
17:50:23.640,Untagged,-5.154153,1.715125,2.42,True,0.1693337,Untagged
17:50:23.654,Untagged,-5.153811,1.714749,2.42,True,0.1826581,Untagged
17:50:23.667,Untagged,-5.153906,1.714329,2.42,True,0.1940877,Untagged
17:50:23.680,Untagged,-5.15398,1.714448,2.42,True,0.2084876,Untagged
17:50:23.695,Untagged,-5.153959,1.714685,2.42,True,0.2223228,Untagged
17:50:23.709,Untagged,-5.153775,1.714826,2.42,True,0.2355078,Untagged
17:50:23.722,Untagged,-5.153654,1.714929,2.42,True,0.2499146,Untagged
17:50:23.736,Untagged,-5.153258,1.714696,2.42,True,0.2635316,Untagged
17:50:23.750,Untagged,-5.153439,1.714488,2.42,True,0.2771126,Untagged
17:50:23.764,Untagged,-5.153651,1.71462,2.42,True,0.2917095,Untagged
17:50:23.777,Untagged,-5.154143,1.714959,2.42,True,0.3052286,Untagged
17:50:23.792,Untagged,-5.154218,1.715085,2.42,True,0.3187271,Untagged
17:50:23.806,Untagged,-5.153986,1.715039,2.42,True,0.3328854,Untagged
17:50:23.818,Untagged,-5.153955,1.714654,2.42,True,0.345986,Untagged
17:50:23.833,Untagged,-5.153915,1.714249,2.42,True,0.3595088,Untagged
17:50:23.847,Untagged,-5.154092,1.714155,2.42,True,0.3744527,Untagged
17:50:23.860,Untagged,-5.153783,1.714464,2.42,True,0.3888741,Untagged
17:50:23.874,Untagged,-5.153759,1.71491,2.42,True,0.4020284,Untagged
17:50:23.889,Untagged,-5.153595,1.715039,2.42,True,0.4157434,Untagged
17:50:23.902,Untagged,-5.153613,1.715461,2.42,True,0.4296795,Untagged
17:50:23.915,Untagged,-5.153643,1.715275,2.42,True,0.4436632,Untagged
17:50:23.931,Untagged,-5.153178,1.714985,2.42,True,0.4572164,Untagged
17:50:23.944,Untagged,-5.153163,1.714761,2.42,True,0.4716881,Untagged
17:50:23.957,Untagged,-5.15288,1.714777,2.42,True,0.4854667,Untagged
17:50:23.972,Untagged,-5.152573,1.715015,2.42,True,0.4989693,Untagged
17:50:23.986,Untagged,-5.152444,1.715377,2.42,True,0.5133399,Untagged
17:50:24.000,Untagged,-5.15261,1.715962,2.42,True,0.5274819,Untagged
17:50:24.014,Untagged,-5.152581,1.716216,2.42,True,0.5418758,Untagged
17:50:24.028,Untagged,-5.152864,1.716007,2.42,True,0.5547921,Untagged
17:50:24.041,Untagged,-5.153092,1.715739,2.42,True,0.5689423,Untagged
17:50:24.056,Untagged,-5.157804,1.715291,2.42,True,0.5827488,Untagged
17:50:24.071,Untagged,-5.158094,1.715488,2.42,True,0.5964654,Untagged
17:50:24.084,Untagged,-5.235375,1.794133,2.42,True,0.6110454,Untagged
17:50:24.097,Untagged,-5.235595,1.794334,2.42,True,0.6249742,Untagged
17:50:24.112,Untagged,-5.236022,1.794105,2.42,True,0.6386651,Untagged
17:50:24.126,Untagged,-5.236251,1.793615,2.42,True,0.6534162,Untagged
17:50:24.139,Untagged,-5.236199,1.79253,2.42,True,0.6666555,Untagged
17:50:24.154,Untagged,-5.040457,1.728138,2.42,True,0.6804606,Untagged
17:50:24.168,Untagged,-5.040648,1.728162,2.42,True,0.6946093,Untagged
17:50:24.181,Untagged,-5.039229,1.723947,2.42,True,0.7085959,Untagged
17:50:24.194,Untagged,-5.039621,1.724129,2.42,True,0.7223876,Untagged
17:50:24.209,Untagged,-5.043747,1.727697,2.42,True,0.7361593,Untagged
17:50:24.224,Untagged,-5.045263,1.727201,2.42,True,0.7504084,Untagged
17:50:24.237,Untagged,-5.04669,1.726964,2.42,True,0.7644547,Untagged
17:50:24.251,Untagged,-5.050591,1.737343,2.42,True,0.7781053,Untagged
17:50:24.265,Untagged,-5.052409,1.736845,2.42,True,0.7925709,Untagged
17:50:24.278,Untagged,-5.066653,1.733936,2.42,True,0.8064088,Untagged
17:50:24.293,Untagged,-5.067402,1.733325,2.42,True,0.8201005,Untagged
17:50:24.308,Untagged,-5.067974,1.732671,2.42,True,0.8342263,Untagged
17:50:24.322,Untagged,-5.065197,1.73156,2.42,True,0.8486465,Untagged
17:50:24.334,Untagged,-5.066998,1.730852,2.42,True,0.8620725,Untagged
17:50:24.350,Untagged,-5.0666,1.717567,2.42,True,0.8761597,Untagged
17:50:24.363,Untagged,-5.069396,1.707515,2.42,True,0.8899879,Untagged
17:50:24.377,Untagged,-5.074276,1.706985,2.42,True,0.9038634,Untagged
17:50:24.391,Untagged,-5.080503,1.705727,2.42,True,0.9172888,Untagged
17:50:24.406,Untagged,-5.075237,1.698657,2.42,True,0.9315228,Untagged
17:50:24.419,Untagged,-5.081882,1.697954,2.42,True,0.9454557,Untagged
17:50:24.432,Untagged,-5.089221,1.69828,2.42,True,0.9591124,Untagged
17:50:24.447,Untagged,-5.095651,1.697991,2.42,True,0.973569,Untagged
17:50:24.461,Untagged,-5.102568,1.697871,2.42,True,0.9879307,Untagged
17:50:24.474,Untagged,-5.117918,1.733075,2.42,True,1.001348,Untagged
17:50:24.488,Untagged,-5.126121,1.732913,2.42,True,1.015021,Untagged
17:50:24.503,Untagged,-5.122028,1.734339,2.42,True,1.029478,Untagged
17:50:24.516,Untagged,-5.129807,1.73368,2.42,True,1.043262,Untagged
17:50:24.531,Untagged,-5.136955,1.733633,2.42,True,1.056785,Untagged
17:50:24.544,Untagged,-5.161885,1.716745,2.42,True,1.071517,Untagged
17:50:24.559,Untagged,-5.169483,1.716947,2.42,True,1.085149,Untagged
17:50:24.572,Untagged,-5.172989,1.694525,2.42,True,1.098736,Untagged
17:50:24.587,Untagged,-5.180848,1.694679,2.42,True,1.113479,Untagged
17:50:24.600,Untagged,-5.187547,1.694318,2.42,True,1.127433,Untagged
17:50:24.614,Untagged,-5.194632,1.694978,2.42,True,1.141323,Untagged
17:50:24.628,Untagged,-5.202818,1.696008,2.42,True,1.154857,Untagged
17:50:24.642,Untagged,-5.21518,1.714882,2.42,True,1.170336,Untagged
17:50:24.656,Untagged,-5.224233,1.715895,2.42,True,1.182999,Untagged
17:50:24.671,Untagged,-5.246348,1.719603,2.42,True,1.196611,Untagged
17:50:24.684,Untagged,-5.255332,1.719894,2.42,True,1.210906,Untagged
17:50:24.697,Untagged,-5.26,1.708778,2.353479,True,1.224886,Untagged
17:50:24.711,Untagged,-5.26,1.678633,2.216558,True,1.239031,Untagged
17:50:24.726,Untagged,-5.266969,1.677174,2.207,True,1.252966,Untagged
17:50:24.739,Untagged,-5.255234,1.735197,2.42,True,1.266925,Untagged
17:50:24.753,Untagged,-5.26,1.717697,2.344476,True,1.28021,Untagged
17:50:24.768,Untagged,-5.260128,1.685722,2.207,True,1.2947,Untagged
17:50:24.781,Untagged,-5.269321,1.686285,2.207,True,1.309052,Untagged
17:50:24.795,Untagged,-5.279032,1.686859,2.207,True,1.322662,Untagged
17:50:24.810,Untagged,-5.30075,1.689987,2.207,True,1.336071,Untagged
17:50:24.824,Untagged,-5.308634,1.690414,2.207,True,1.350303,Untagged
17:50:24.837,Untagged,-5.317096,1.691162,2.207,True,1.36412,Untagged
17:50:24.852,Untagged,-5.324793,1.691571,2.207,True,1.377896,Untagged
17:50:24.866,Untagged,-5.331191,1.691388,2.207,True,1.392182,Untagged
17:50:24.879,Untagged,-5.333731,1.691771,2.207,True,1.406548,Untagged
17:50:24.894,Untagged,-5.33753,1.691259,2.207,True,1.419709,Untagged
17:50:24.907,Untagged,-5.324211,1.684748,2.207,True,1.433965,Untagged
17:50:24.921,Untagged,-5.327274,1.683796,2.207,True,1.448164,Untagged
17:50:24.934,Untagged,-5.328952,1.68277,2.207,True,1.461895,Untagged
17:50:24.949,Untagged,-5.328859,1.681219,2.207,True,1.475722,Untagged
17:50:24.964,Untagged,-5.327121,1.678905,2.207,True,1.489873,Untagged
17:50:24.977,Untagged,-5.347092,1.675972,2.207,True,1.503794,Untagged
17:50:24.990,Untagged,-5.341823,1.672572,2.207,True,1.517263,Untagged
17:50:25.005,Untagged,-5.342524,1.689417,2.207,True,1.531743,Untagged
17:50:25.019,Untagged,-5.332716,1.684709,2.207,True,1.546093,Untagged
17:50:25.033,Untagged,-5.322699,1.679861,2.207,True,1.558985,Untagged
17:50:25.046,Untagged,-5.315028,1.662,2.25222,True,1.573473,Untagged
17:50:25.061,Untagged,-5.297885,1.645216,2.201,True,1.58739,Untagged
17:50:25.074,Untagged,-5.293523,1.639769,2.201,True,1.601647,Untagged
17:50:25.088,Untagged,-5.278404,1.632051,2.201,True,1.615026,Untagged
17:50:25.103,Untagged,-5.266067,1.6305,2.2346,True,1.629152,Untagged
17:50:25.116,Untagged,-5.256,1.641918,2.340876,True,1.643275,Untagged
17:50:25.131,Untagged,-5.244377,1.647678,2.42,True,1.657074,Untagged
17:50:25.144,Untagged,-5.203792,1.653554,2.42,True,1.671335,Untagged
17:50:25.157,Untagged,-5.188245,1.644568,2.42,True,1.68539,Untagged
17:50:25.172,Untagged,-5.172292,1.634061,2.42,True,1.698606,Untagged
17:50:25.186,Untagged,-5.156144,1.622372,2.42,True,1.713215,Untagged
17:50:25.200,Untagged,-5.167138,1.609777,2.42,True,1.72684,Untagged
17:50:25.214,Untagged,-5.152901,1.601303,2.42,True,1.740589,Untagged
17:50:25.228,Untagged,-5.140898,1.593764,2.42,True,1.755095,Untagged
17:50:25.243,Untagged,-5.12799,1.583447,2.42,True,1.768898,Untagged
17:50:25.256,Untagged,-5.121299,1.57703,2.42,True,1.783576,Untagged
17:50:25.270,Untagged,-5.096735,1.575535,2.42,True,1.797356,Untagged
17:50:25.284,Untagged,-5.08568,1.571195,2.42,True,1.81137,Untagged
17:50:25.297,Untagged,-5.074758,1.566065,2.42,True,1.824981,Untagged
17:50:25.311,Untagged,-5.060063,1.542194,2.42,True,1.839232,Untagged
17:50:25.326,Untagged,-5.052371,1.541584,2.42,True,1.853592,Untagged
17:50:25.338,Untagged,-5.047996,1.559343,2.42,True,1.866412,Untagged
17:50:25.354,Untagged,-5.042326,1.559651,2.42,True,1.880713,Untagged
17:50:25.368,Untagged,-5.068496,1.537434,2.42,True,1.894345,Untagged
17:50:25.381,Untagged,-5.062341,1.537627,2.42,True,1.908432,Untagged
17:50:25.395,Untagged,-5.055773,1.537434,2.42,True,1.922495,Untagged
17:50:25.410,Untagged,-5.058105,1.555912,2.42,True,1.936089,Untagged
17:50:25.424,Untagged,-5.051855,1.557011,2.42,True,1.950151,Untagged
17:50:25.437,Untagged,-5.063429,1.567214,2.42,True,1.965014,Untagged
17:50:25.451,Untagged,-5.057631,1.568413,2.42,True,1.977655,Untagged
17:50:25.464,Untagged,-5.050598,1.568571,2.42,True,1.992798,Untagged
17:50:25.478,Untagged,-5.043663,1.568688,2.42,True,2.006933,Untagged
17:50:25.493,Untagged,-5.035679,1.56857,2.42,True,2.020295,Untagged
17:50:25.507,Untagged,-5.023535,1.566646,2.42,True,2.034812,Untagged
17:50:25.521,Untagged,-5.016106,1.568296,2.42,True,2.047698,Untagged
17:50:25.534,Untagged,-5.008563,1.57057,2.42,True,2.06197,Untagged
17:50:25.549,Untagged,-4.988601,1.571676,2.42,True,2.076082,Untagged
17:50:25.563,Untagged,-4.979219,1.574122,2.42,True,2.089786,Untagged
17:50:25.576,Untagged,-4.966471,1.580259,2.42,True,2.104107,Untagged
17:50:25.591,Untagged,-4.955475,1.582834,2.42,True,2.116875,Untagged
17:50:25.605,Untagged,-4.937372,1.604422,2.42,True,2.131467,Untagged
17:50:25.619,Untagged,-4.92504,1.607225,2.42,True,2.145357,Untagged
17:50:25.633,Untagged,-4.911753,1.609962,2.42,True,2.159066,Untagged
17:50:25.647,Untagged,-4.901345,1.612195,2.42,True,2.173341,Untagged
17:50:25.661,Untagged,-4.886043,1.615427,2.42,True,2.187524,Untagged
17:50:25.673,Untagged,-4.8645,1.603854,2.42,True,2.201163,Untagged
17:50:25.689,Untagged,-4.848695,1.605204,2.42,True,2.214706,Untagged
17:50:25.703,Untagged,-4.835517,1.606931,2.42,True,2.2291,Untagged
17:50:25.715,Untagged,-4.82016,1.610379,2.42,True,2.243153,Untagged
17:50:25.731,Untagged,-4.805297,1.614459,2.42,True,2.256692,Untagged
17:50:25.744,Untagged,-4.791835,1.618086,2.42,True,2.271195,Untagged
17:50:25.758,Untagged,-4.778246,1.621829,2.42,True,2.284655,Untagged
17:50:25.772,Untagged,-4.760127,1.603233,2.42,True,2.298467,Untagged
17:50:25.786,Untagged,-4.746913,1.607277,2.42,True,2.312782,Untagged
17:50:25.800,Untagged,-4.735077,1.612443,2.42,True,2.326545,Untagged
17:50:25.814,Untagged,-4.722135,1.608525,2.42,True,2.340732,Untagged
17:50:25.828,Untagged,-4.712342,1.613987,2.42,True,2.354984,Untagged
17:50:25.841,Untagged,-4.684257,1.620369,2.42,True,2.368595,Untagged
