Timestamp,FocusOBJ,HitPointX,HitPointY,HitPointZ,DidHit,GazeDuration,Cache
18:08:25.287,None,0,0,0,False,0,
18:08:25.380,None,0,0,0,False,0,
18:08:25.411,Untagged,-5.600172,1.607638,2.42,True,0.0405219,Untagged
18:08:25.423,Untagged,-5.6001,1.604089,2.42,True,0.0566711,Untagged
18:08:25.437,Untagged,-5.600049,1.604502,2.42,True,0.0668405,Untagged
18:08:25.450,Untagged,-5.600432,1.605064,2.42,True,0.0805977,Untagged
18:08:25.464,Untagged,-5.600349,1.604309,2.42,True,0.0937876,Untagged
18:08:25.477,Untagged,-5.600843,1.603616,2.42,True,0.1078594,Untagged
18:08:25.491,Untagged,-5.601108,1.603233,2.42,True,0.1214144,Untagged
18:08:25.505,Untagged,-5.601315,1.603832,2.42,True,0.1344323,Untagged
18:08:25.518,Untagged,-5.601696,1.604335,2.42,True,0.1486033,Untagged
18:08:25.533,Untagged,-5.601895,1.604602,2.42,True,0.1626356,Untagged
18:08:25.546,Untagged,-5.602548,1.604177,2.42,True,0.1769309,Untagged
18:08:25.560,Untagged,-5.602789,1.60357,2.42,True,0.1901401,Untagged
18:08:25.573,Untagged,-5.602945,1.603229,2.42,True,0.2039501,Untagged
18:08:25.587,Untagged,-5.602914,1.603437,2.42,True,0.2175191,Untagged
18:08:25.601,Untagged,-5.603418,1.603132,2.42,True,0.2308999,Untagged
18:08:25.615,Untagged,-5.60373,1.602563,2.42,True,0.2453848,Untagged
18:08:25.629,Untagged,-5.60432,1.602034,2.42,True,0.2589252,Untagged
18:08:25.642,Untagged,-5.604298,1.601914,2.42,True,0.2728133,Untagged
18:08:25.656,Untagged,-5.60393,1.60236,2.42,True,0.2871469,Untagged
18:08:25.670,Untagged,-5.603692,1.602356,2.42,True,0.300427,Untagged
18:08:25.684,Untagged,-5.603429,1.601866,2.42,True,0.3138289,Untagged
18:08:25.697,Untagged,-5.60381,1.601412,2.42,True,0.3282503,Untagged
18:08:25.712,Untagged,-5.603876,1.601079,2.42,True,0.3420663,Untagged
18:08:25.725,Untagged,-5.604237,1.601157,2.42,True,0.3563007,Untagged
18:08:25.740,Untagged,-5.604134,1.601251,2.42,True,0.3696184,Untagged
18:08:25.754,Untagged,-5.604048,1.601203,2.42,True,0.3838322,Untagged
18:08:25.767,Untagged,-5.603691,1.600594,2.42,True,0.3978479,Untagged
18:08:25.781,Untagged,-5.603616,1.600242,2.42,True,0.4114765,Untagged
18:08:25.796,Untagged,-5.603374,1.600225,2.42,True,0.4255084,Untagged
18:08:25.809,Untagged,-5.603702,1.600713,2.42,True,0.4396459,Untagged
18:08:25.824,Untagged,-5.603969,1.601002,2.42,True,0.4529167,Untagged
18:08:25.837,Untagged,-5.604005,1.600858,2.42,True,0.4672626,Untagged
18:08:25.851,Untagged,-5.60443,1.60064,2.42,True,0.4810719,Untagged
18:08:25.865,Untagged,-5.610544,1.612993,2.42,True,0.4949314,Untagged
18:08:25.879,Untagged,-5.61041,1.613196,2.42,True,0.5089206,Untagged
18:08:25.893,Untagged,-5.629066,1.658414,2.42,True,0.5227122,Untagged
18:08:25.906,Untagged,-5.629246,1.658239,2.42,True,0.5368191,Untagged
18:08:25.921,Untagged,-5.629605,1.657944,2.42,True,0.5505576,Untagged
