Timestamp,FocusOBJ,HitPointX,HitPointY,HitPointZ,DidHit,GazeDuration,Cache
17:41:05.484,None,0,0,0,False,0,
17:41:05.577,None,0,0,0,False,0,
17:41:05.609,Untagged,-4.546602,1.687904,2.42,True,0.045917,Untagged
17:41:05.621,Untagged,-4.548252,1.687062,2.42,True,0.0600557,Untagged
17:41:05.634,Untagged,-4.547937,1.687148,2.42,True,0.0710841,Untagged
17:41:05.647,Untagged,-4.547431,1.687268,2.42,True,0.0844343,Untagged
17:41:05.661,Untagged,-4.547408,1.687034,2.42,True,0.0980275,Untagged
17:41:05.673,Untagged,-4.547058,1.686929,2.42,True,0.1126105,Untagged
17:41:05.689,Untagged,-4.547005,1.68741,2.42,True,0.1257028,Untagged
17:41:05.701,Untagged,-4.546623,1.687991,2.42,True,0.1395484,Untagged
17:41:05.716,Untagged,-4.546342,1.689013,2.42,True,0.1534699,Untagged
17:41:05.730,Untagged,-4.545856,1.689294,2.42,True,0.16785,Untagged
17:41:05.743,Untagged,-4.54558,1.689051,2.42,True,0.1813411,Untagged
17:41:05.757,Untagged,-4.546111,1.688937,2.42,True,0.1941302,Untagged
17:41:05.770,Untagged,-4.546371,1.688771,2.42,True,0.2083391,Untagged
17:41:05.784,Untagged,-4.546725,1.688104,2.42,True,0.2229416,Untagged
17:41:05.797,Untagged,-4.546507,1.687666,2.42,True,0.2363462,Untagged
17:41:05.811,Untagged,-4.546715,1.687844,2.42,True,0.2502047,Untagged
17:41:05.826,Untagged,-4.546674,1.687886,2.42,True,0.2630589,Untagged
17:41:05.840,Untagged,-4.54692,1.688187,2.42,True,0.2769395,Untagged
17:41:05.853,Untagged,-4.546805,1.68822,2.42,True,0.2902457,Untagged
17:41:05.866,Untagged,-4.546566,1.688068,2.42,True,0.3040506,Untagged
17:41:05.881,Untagged,-4.546283,1.687841,2.42,True,0.3183739,Untagged
17:41:05.895,Untagged,-4.545978,1.687461,2.42,True,0.3319639,Untagged
17:41:05.908,Untagged,-4.546168,1.687801,2.42,True,0.3454626,Untagged
17:41:05.923,Untagged,-4.546225,1.688099,2.42,True,0.3599469,Untagged
17:41:05.936,Untagged,-4.546404,1.688293,2.42,True,0.3735895,Untagged
17:41:05.951,Untagged,-4.546257,1.688432,2.42,True,0.3869946,Untagged
17:41:05.964,Untagged,-4.546073,1.688359,2.42,True,0.4011448,Untagged
17:41:05.978,Untagged,-4.545922,1.688201,2.42,True,0.4151024,Untagged
17:41:05.991,Untagged,-4.545498,1.687613,2.42,True,0.4291189,Untagged
17:41:06.006,Untagged,-4.545646,1.687642,2.42,True,0.4429075,Untagged
17:41:06.020,Untagged,-4.545633,1.687906,2.42,True,0.4569813,Untagged
17:41:06.033,Untagged,-4.54598,1.688621,2.42,True,0.4707717,Untagged
17:41:06.048,Untagged,-4.546214,1.689189,2.42,True,0.4844504,Untagged
17:41:06.061,Untagged,-4.546554,1.689515,2.42,True,0.4992884,Untagged
17:41:06.074,Untagged,-4.546885,1.689435,2.42,True,0.5126324,Untagged
17:41:06.090,Untagged,-4.547168,1.688727,2.42,True,0.5259727,Untagged
17:41:06.104,Untagged,-4.54773,1.688338,2.42,True,0.5405277,Untagged
17:41:06.118,Untagged,-4.55319,1.691199,2.42,True,0.5548725,Untagged
17:41:06.131,Untagged,-4.553905,1.691975,2.42,True,0.5685344,Untagged
17:41:06.145,Untagged,-4.543811,1.80051,2.42,True,0.5821028,Untagged
17:41:06.159,Untagged,-4.543795,1.80071,2.42,True,0.5964049,Untagged
17:41:06.173,Untagged,-4.528575,1.799634,2.42,True,0.6104708,Untagged
17:41:06.187,Untagged,-4.529041,1.798718,2.42,True,0.6240585,Untagged
17:41:06.201,Untagged,-4.530131,1.797136,2.42,True,0.63846,Untagged
17:41:06.215,Untagged,-4.544,1.641199,2.42,True,0.6523839,Untagged
17:41:06.229,Untagged,-4.544821,1.641528,2.42,True,0.6654212,Untagged
17:41:06.243,Untagged,-4.528459,1.634662,2.42,True,0.6797866,Untagged
17:41:06.257,Untagged,-4.529095,1.634814,2.42,True,0.6937571,Untagged
