Timestamp,FocusOBJ,HitPointX,HitPointY,HitPointZ,DidHit,GazeDuration,Cache
17:58:20.152,None,0,0,0,False,0,
17:58:20.291,None,0,0,0,False,0,
17:58:20.314,Untagged,-5.039941,1.170141,2.42,True,0.0308624,Untagged
17:58:20.342,Untagged,-5.039663,1.168351,2.42,True,0.0480611,Untagged
17:58:20.369,Untagged,-5.039849,1.1682,2.42,True,0.0751816,Untagged
17:58:20.398,Untagged,-5.040285,1.168642,2.42,True,0.1032627,Untagged
17:58:20.411,Untagged,-5.040818,1.169219,2.42,True,0.1315788,Untagged
17:58:20.425,Untagged,-5.040946,1.169521,2.42,True,0.1456237,Untagged
17:58:20.440,Untagged,-5.041213,1.169758,2.42,True,0.1601073,Untagged
17:58:20.454,Untagged,-5.041229,1.169821,2.42,True,0.1740809,Untagged
17:58:20.468,Untagged,-5.041124,1.169331,2.42,True,0.1880865,Untagged
17:58:20.481,Untagged,-5.041248,1.16927,2.42,True,0.2011993,Untagged
17:58:20.495,Untagged,-5.04131,1.168901,2.42,True,0.2150563,Untagged
17:58:20.509,Untagged,-5.041302,1.168875,2.42,True,0.2285187,Untagged
17:58:20.524,Untagged,-5.041393,1.168832,2.42,True,0.2428825,Untagged
17:58:20.537,Untagged,-5.041399,1.168641,2.42,True,0.257209,Untagged
17:58:20.551,Untagged,-5.041604,1.168596,2.42,True,0.270875,Untagged
17:58:20.564,Untagged,-5.041956,1.168484,2.42,True,0.2846921,Untagged
17:58:20.579,Untagged,-5.042074,1.168545,2.42,True,0.2982361,Untagged
17:58:20.592,Untagged,-5.042128,1.168525,2.42,True,0.3121756,Untagged
17:58:20.606,Untagged,-5.042212,1.168567,2.42,True,0.3257801,Untagged
17:58:20.620,Untagged,-5.0421,1.168425,2.42,True,0.3399048,Untagged
17:58:20.634,Untagged,-5.042039,1.168274,2.42,True,0.3536765,Untagged
17:58:20.648,Untagged,-5.041985,1.168064,2.42,True,0.3672787,Untagged
17:58:20.662,Untagged,-5.041922,1.1678,2.42,True,0.3815731,Untagged
17:58:20.675,Untagged,-5.041914,1.167439,2.42,True,0.3956263,Untagged
17:58:20.690,Untagged,-5.041978,1.167186,2.42,True,0.4090207,Untagged
17:58:20.703,Untagged,-5.041789,1.166907,2.42,True,0.4232508,Untagged
17:58:20.717,Untagged,-5.041963,1.166862,2.42,True,0.4373713,Untagged
17:58:20.732,Untagged,-5.042056,1.166923,2.42,True,0.4510686,Untagged
17:58:20.746,Untagged,-5.042484,1.166999,2.42,True,0.4652016,Untagged
17:58:20.759,Untagged,-5.042839,1.166993,2.42,True,0.4793944,Untagged
17:58:20.772,Untagged,-5.042765,1.166543,2.42,True,0.493124,Untagged
