Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-05-06 10:43:25,0.80,True,False,"(-8.38, 0.31, -3.36)","(-0.76, -0.32, -0.57)","(-3.50, 1.67, -0.82)","(-3.54, 1.66, -0.77)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:26,1.80,True,False,"(-3.79, 1.19, -4.00)","(-0.12, -0.14, -0.98)","(-3.42, 1.67, -0.88)","(-3.48, 1.67, -0.86)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:27,2.81,True,False,"(-8.54, 1.28, -1.55)","(-0.98, -0.07, -0.16)","(-3.54, 1.67, -0.80)","(-3.56, 1.67, -0.74)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:28,3.81,True,False,"(-7.56, 0.50, -4.25)","(-0.74, -0.21, -0.64)","(-3.51, 1.67, -0.82)","(-3.55, 1.67, -0.77)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:29,4.81,True,False,"(-4.46, 1.24, -4.03)","(-0.18, -0.11, -0.98)","(-3.45, 1.68, -0.85)","(-3.51, 1.67, -0.83)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:30,5.82,True,False,"(-3.90, 1.39, -4.00)","(-0.14, -0.08, -0.99)","(-3.46, 1.68, -0.85)","(-3.52, 1.67, -0.82)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:31,6.82,True,False,"(-8.23, 1.78, -4.25)","(-0.79, 0.02, -0.61)","(-3.52, 1.68, -0.80)","(-3.55, 1.67, -0.74)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:32,7.82,True,False,"(-8.30, 1.61, 0.75)","(-0.98, -0.04, 0.21)","(-3.54, 1.67, -0.77)","(-3.55, 1.67, -0.71)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:33,8.82,True,False,"(-4.55, 1.03, -1.38)","(-0.76, -0.39, -0.52)","(-3.51, 1.66, -0.82)","(-3.55, 1.66, -0.76)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:34,9.83,True,False,"(-7.63, 0.42, -4.19)","(-0.76, -0.21, -0.61)","(-3.50, 1.67, -0.83)","(-3.54, 1.66, -0.78)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:35,10.84,True,False,"(-7.65, 0.21, -4.26)","(-0.75, -0.28, -0.60)","(-3.50, 1.67, -0.82)","(-3.54, 1.66, -0.77)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:36,11.86,True,False,"(-5.29, 1.11, -4.01)","(-0.48, -0.15, -0.87)","(-3.48, 1.67, -0.83)","(-3.53, 1.67, -0.79)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:37,12.87,True,False,"(-3.92, 1.08, -4.00)","(-0.10, -0.18, -0.98)","(-3.52, 1.69, -0.71)","(-3.58, 1.69, -0.69)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:38,13.90,True,False,"(-4.97, 0.76, -4.05)","(-0.37, -0.26, -0.89)","(-3.58, 1.68, -0.64)","(-3.64, 1.67, -0.60)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:39,14.90,True,False,"(-8.68, 0.99, -0.06)","(-0.97, -0.09, 0.24)","(-3.64, 1.67, -0.59)","(-3.66, 1.67, -0.52)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:40,15.91,True,False,"(-7.17, 0.85, -3.50)","(-0.62, -0.06, -0.79)","(-3.58, 1.68, -0.63)","(-3.62, 1.67, -0.59)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:41,16.91,True,False,"(-3.87, 1.99, -4.08)","(-0.14, 0.12, -0.98)","(-3.50, 1.69, -0.64)","(-3.57, 1.68, -0.63)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:42,17.91,True,False,"(-4.84, 1.53, -4.18)","(-0.27, -0.07, -0.96)","(-3.51, 1.68, -0.64)","(-3.57, 1.68, -0.63)",Yellow,"(0.05, 0.05, 0.05)",1,0
2025-05-06 10:43:43,18.91,True,False,"(-3.13, 1.88, -4.12)","(-0.01, 0.09, -1.00)","(-3.50, 1.69, -0.65)","(-3.57, 1.68, -0.64)",Yellow,"(0.05, 0.05, 0.05)",1,0
