Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-01-07 00:16:52,0.00,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.00,False,False,None,Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.02,True,False,(-4.61, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.04,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.08,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.11,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.12,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.14,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.15,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.17,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.18,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.19,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.21,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.22,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.24,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.25,True,False,(-4.62, 1.21, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.26,True,False,(-4.62, 1.20, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
2025-01-07 00:16:52,0.28,True,False,(-4.62, 1.20, -2.94),Yellow,(0.05, 0.05, 0.05),0,0
