Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-04-09 21:39:27,70.14,True,False,(-4.20, 0.87, -1.53),"(-0.87, -0.17, -0.47)","(-3.54, 1.38, -0.74)","(-3.58, 1.40, -0.70)",Blue,"(0.05, 0.05, 0.05)",5,0
2025-04-09 21:39:28,71.16,True,False,(-6.50, 2.73, 0.81),"(-0.81, 0.40, 0.42)","(-3.58, 1.43, -0.72)","(-3.54, 1.44, -0.67)",Blue,"(0.05, 0.05, 0.05)",5,0
2025-04-09 21:39:29,72.09,True,False,(-3.66, 2.65, 0.94),"(-0.24, 0.59, 0.77)","(-3.27, 1.45, -0.68)","(-3.21, 1.45, -0.67)",Blue,"(0.05, 0.05, 0.05)",6,0
2025-04-09 21:39:30,73.10,True,False,(-0.69, 1.87, 0.95),"(0.87, 0.03, 0.49)","(-3.09, 1.45, -0.64)","(-3.03, 1.44, -0.68)",Blue,"(0.05, 0.05, 0.05)",6,0
2025-04-09 21:39:31,74.03,False,False,None,"(-0.32, 0.64, 0.69)","(-3.32, 1.47, -0.62)","(-3.26, 1.48, -0.61)",Blue,"(0.05, 0.05, 0.05)",7,0
2025-04-09 21:39:32,74.98,True,False,(-5.46, 1.61, -4.13),"(-0.44, 0.05, -0.90)","(-3.54, 1.42, -0.61)","(-3.59, 1.42, -0.57)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:33,75.98,True,False,(-3.05, 0.97, -2.90),"(0.32, -0.22, -0.92)","(-3.64, 1.44, -0.42)","(-3.70, 1.43, -0.44)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:34,76.99,True,False,(-3.31, 2.38, -4.23),"(-0.24, 0.12, -0.96)","(-3.58, 1.43, -0.30)","(-3.64, 1.43, -0.31)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:35,78.00,True,False,(-7.05, 2.29, -4.23),"(-0.63, -0.13, -0.77)","(-3.73, 1.44, -0.49)","(-3.78, 1.43, -0.45)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:36,79.02,True,False,(-7.76, 1.35, -4.26),"(-0.75, 0.00, -0.66)","(-3.64, 1.43, -0.69)","(-3.68, 1.43, -0.65)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:37,80.03,True,False,(-7.65, 1.51, -4.16),"(-0.75, 0.01, -0.67)","(-3.66, 1.44, -0.67)","(-3.71, 1.43, -0.62)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:38,81.03,True,False,(-7.71, 1.46, -4.26),"(-0.74, 0.01, -0.68)","(-3.74, 1.44, -0.63)","(-3.78, 1.43, -0.58)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:39,82.04,True,False,(-8.77, 1.40, -2.44),"(-0.93, -0.02, -0.37)","(-3.83, 1.44, -0.55)","(-3.87, 1.43, -0.50)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:40,83.06,True,False,(-3.70, 0.88, -1.10),"(0.27, -0.65, -0.71)","(-3.80, 1.36, -0.59)","(-3.87, 1.37, -0.58)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:41,84.07,True,False,(-3.37, 1.11, -0.86),"(0.48, -0.59, -0.66)","(-3.52, 1.37, -0.55)","(-3.58, 1.36, -0.57)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:42,85.08,True,False,(-4.39, 2.58, -4.25),"(-0.23, 0.29, -0.93)","(-3.54, 1.44, -0.42)","(-3.60, 1.44, -0.41)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:43,86.10,True,False,(-6.42, 1.34, -4.26),"(-0.55, 0.00, -0.83)","(-3.73, 1.43, -0.15)","(-3.79, 1.42, -0.13)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:44,87.11,True,False,(-6.17, 1.37, -4.17),"(-0.50, 0.00, -0.87)","(-3.76, 1.43, -0.11)","(-3.82, 1.42, -0.08)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:45,88.11,True,False,(-6.16, 1.32, -4.26),"(-0.50, -0.03, -0.87)","(-3.75, 1.42, -0.11)","(-3.81, 1.42, -0.08)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:46,89.13,True,False,(-5.91, 1.40, -3.95),"(-0.48, -0.01, -0.88)","(-3.74, 1.42, -0.11)","(-3.80, 1.42, -0.08)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:47,90.14,True,False,(-5.67, 1.61, -4.23),"(-0.42, 0.04, -0.90)","(-3.73, 1.42, -0.11)","(-3.79, 1.41, -0.09)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:48,91.15,True,False,(-5.45, 1.46, -3.62),"(-0.44, 0.01, -0.90)","(-3.73, 1.42, -0.11)","(-3.79, 1.41, -0.09)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:49,92.17,True,False,(-6.00, 1.39, -4.01),"(-0.50, -0.01, -0.87)","(-3.75, 1.42, -0.10)","(-3.81, 1.41, -0.07)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:50,93.18,True,False,(-8.69, 1.07, -2.00),"(-0.93, -0.06, -0.36)","(-3.79, 1.42, -0.10)","(-3.83, 1.42, -0.05)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:51,94.19,True,False,(-3.43, 0.98, -0.84),"(0.44, -0.48, -0.76)","(-3.70, 1.39, -0.13)","(-3.76, 1.39, -0.14)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:52,95.21,True,False,(-3.43, 1.04, -0.85),"(0.31, -0.44, -0.84)","(-3.64, 1.39, -0.25)","(-3.71, 1.39, -0.27)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:53,96.22,True,False,(-5.43, 2.26, 0.89),"(-0.61, 0.33, 0.73)","(-3.56, 1.44, -0.35)","(-3.53, 1.45, -0.29)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:54,97.24,True,False,(-4.68, 2.19, 0.72),"(-0.73, 0.39, 0.57)","(-3.34, 1.45, -0.43)","(-3.30, 1.45, -0.38)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:55,98.24,True,False,(-4.67, 2.16, 0.71),"(-0.69, 0.37, 0.62)","(-3.37, 1.45, -0.52)","(-3.33, 1.45, -0.47)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:56,99.25,True,False,(-4.36, 1.55, 1.08),"(-0.51, 0.04, 0.86)","(-3.38, 1.43, -0.55)","(-3.34, 1.43, -0.50)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:57,100.26,True,False,(-4.58, 2.11, 0.68),"(-0.65, 0.36, 0.67)","(-3.38, 1.44, -0.58)","(-3.33, 1.43, -0.53)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:58,101.28,True,False,(-4.62, 2.11, 0.67),"(-0.67, 0.36, 0.65)","(-3.38, 1.43, -0.59)","(-3.34, 1.43, -0.54)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:39:59,102.29,True,False,(-8.75, 1.29, -2.08),"(-0.99, 0.01, -0.12)","(-3.36, 1.42, -0.61)","(-3.37, 1.42, -0.54)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:00,103.30,True,False,(-3.26, 1.11, -0.80),"(0.10, -0.56, -0.82)","(-3.27, 1.37, -0.43)","(-3.33, 1.37, -0.42)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:01,104.32,True,False,(-4.89, 1.66, -4.16),"(-0.41, 0.06, -0.91)","(-3.26, 1.40, -0.36)","(-3.32, 1.40, -0.33)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:02,105.33,True,False,(-7.58, 1.11, 1.08),"(-0.94, -0.06, 0.34)","(-3.46, 1.42, -0.48)","(-3.45, 1.42, -0.42)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:03,106.34,True,False,(-6.81, 0.88, 0.79),"(-0.91, -0.15, 0.38)","(-3.49, 1.41, -0.58)","(-3.47, 1.40, -0.52)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:04,107.35,True,False,(-6.81, 0.75, 0.96),"(-0.90, -0.17, 0.41)","(-3.50, 1.40, -0.59)","(-3.48, 1.40, -0.52)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:05,108.36,True,False,(-8.58, 0.36, 0.90),"(-0.97, -0.18, 0.18)","(-3.44, 1.41, -0.32)","(-3.44, 1.41, -0.25)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:06,109.36,True,False,(-6.59, 0.76, 0.81),"(-0.94, -0.19, 0.27)","(-3.40, 1.41, -0.20)","(-3.39, 1.40, -0.13)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:07,110.37,True,False,(-6.94, 0.71, 0.80),"(-0.92, -0.21, 0.34)","(-3.73, 1.41, -0.44)","(-3.72, 1.41, -0.38)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:08,111.39,True,False,(-7.56, 0.47, 1.10),"(-0.90, -0.22, 0.37)","(-3.81, 1.41, -0.48)","(-3.79, 1.41, -0.41)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:09,112.40,True,False,(-7.03, 0.66, 0.91),"(-0.90, -0.21, 0.38)","(-3.81, 1.41, -0.49)","(-3.80, 1.41, -0.42)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:10,113.41,True,False,(-6.84, 0.68, 0.95),"(-0.89, -0.22, 0.41)","(-3.83, 1.41, -0.50)","(-3.81, 1.41, -0.43)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:11,114.41,True,False,(-8.53, 0.21, 1.00),"(-0.89, -0.22, 0.39)","(-3.81, 1.41, -0.51)","(-3.81, 1.41, -0.44)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:12,115.41,True,False,(-6.86, 0.75, 0.85),"(-0.91, -0.18, 0.37)","(-3.82, 1.41, -0.50)","(-3.81, 1.41, -0.44)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:13,116.43,True,False,(-6.22, 0.75, -1.50),"(-0.40, -0.50, -0.77)","(-3.73, 1.39, -0.49)","(-3.77, 1.40, -0.44)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:14,117.44,True,False,(-3.37, 1.03, -0.81),"(0.26, -0.50, -0.82)","(-3.51, 1.36, -0.30)","(-3.58, 1.36, -0.30)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:15,118.45,True,False,(-3.43, 1.05, -0.89),"(-0.10, -0.55, -0.83)","(-3.33, 1.37, -0.43)","(-3.40, 1.38, -0.42)",Blue,"(0.05, 0.05, 0.05)",10,0
2025-04-09 21:40:16,119.45,True,False,(-4.90, 1.95, -4.21),"(-0.36, 0.17, -0.92)","(-3.42, 1.41, -0.41)","(-3.48, 1.40, -0.39)",Blue,"(0.05, 0.05, 0.05)",10,0
