Timestamp,TotalGazeTime,IsGazing,EyeClosed,FocusPosition,GazeDirection,LeftEyePosition,RightEyePosition,BallColor,BallScale,TriggerCount,BallToggleCount
2025-04-14 12:20:31,0.60,True,False,"(-5.12, 1.01, -4.21)","(-0.31, -0.23, -0.92)","(-3.80, 1.31, -0.69)","(-3.86, 1.32, -0.67)",Yellow,"(0.05, 0.05, 0.05)",2,0
2025-04-14 12:20:31,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:32,1.60,True,False,"(-3.88, 1.05, -1.12)","(-0.16, -0.49, -0.85)","(-3.78, 1.30, -0.69)","(-3.84, 1.30, -0.69)",Yellow,"(0.05, 0.05, 0.05)",2,0
2025-04-14 12:20:32,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:33,2.60,True,False,"(-8.63, 2.06, -2.23)","(-0.97, 0.17, -0.20)","(-3.88, 1.34, -0.67)","(-3.89, 1.34, -0.61)",Yellow,"(0.05, 0.05, 0.05)",2,0
2025-04-14 12:20:33,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:34,3.60,True,False,"(-3.89, 1.05, -1.12)","(-0.15, -0.52, -0.84)","(-3.79, 1.28, -0.76)","(-3.85, 1.29, -0.75)",Yellow,"(0.05, 0.05, 0.05)",2,0
2025-04-14 12:20:34,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:35,4.56,True,False,"(-8.58, 2.71, -3.20)","(-0.91, 0.23, -0.35)","(-3.87, 1.33, -0.76)","(-3.90, 1.34, -0.70)",Yellow,"(0.05, 0.05, 0.05)",3,0
2025-04-14 12:20:35,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:36,5.57,True,False,"(-8.80, 2.45, -2.22)","(-0.94, 0.21, -0.27)","(-3.86, 1.32, -0.78)","(-3.90, 1.33, -0.73)",Yellow,"(0.05, 0.05, 0.05)",3,0
2025-04-14 12:20:36,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:37,6.57,True,False,"(-3.89, 1.08, -1.14)","(-0.17, -0.52, -0.83)","(-3.77, 1.28, -0.77)","(-3.83, 1.29, -0.76)",Yellow,"(0.05, 0.05, 0.05)",3,0
2025-04-14 12:20:37,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:38,7.57,True,False,"(-4.51, 0.82, -3.17)","(-0.29, -0.13, -0.95)","(-3.79, 1.31, -0.75)","(-3.85, 1.33, -0.73)",Yellow,"(0.05, 0.05, 0.05)",3,0
2025-04-14 12:20:38,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:39,8.57,True,False,"(-5.50, 2.59, -4.12)","(-0.54, 0.29, -0.79)","(-3.81, 1.33, -0.73)","(-3.87, 1.34, -0.69)",Yellow,"(0.05, 0.05, 0.05)",3,0
2025-04-14 12:20:39,0.00,False,False,"None","(0.00, 0.00, 1.00)","(-4.62, -0.31, -1.26)","(-4.62, -0.31, -1.26)",Yellow,"(0.05, 0.05, 0.05)",0,0
2025-04-14 12:20:40,9.58,True,False,"(-7.58, 1.93, -4.25)","(-0.63, 0.13, -0.77)","(-3.82, 1.32, -0.72)","(-3.87, 1.33, -0.69)",Yellow,"(0.05, 0.05, 0.05)",3,0
