ID,TIMESTAMP,CONDITION,TRIAL,Q1ANS,Q2ANS,P1SCORE,P2SCORE,GAZE_FOCUS,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,Max,Invalid,HeartRate,GSR,GSR_CONDUCTANCE
t,2024-03-03-11-32:40:3036,1,-1,-1,-1,71,71,Untagged,0.08118054,0.07850955,1.401298E-45,0.00102776,0.09981586,0.06111266,1.401298E-45,1.401298E-45,1.468095E-31,1.922016E-22,1.401298E-45,1.401298E-45,0.02632903,8.955598E-06,0.07335516,0.04707893,0.06990766,0.158966,0,0,0,0,0.03817134,0.04141701,0.03279855,1.401298E-45,2.083063E-31,7.426882E-44,0.1808477,0.1144558,0.01139738,0.01105903,1.921732E-22,1.601146E-31,0,0,0,0,0,0,1.802451E-07,2.083063E-31,1.387289E-17,1.401298E-45,1.939687E-07,1.163078E-43,2.127291E-07,9.809089E-44,1.401298E-45,1.401298E-45,0.02729058,1.163078E-43,7.567012E-44,1.726443E-22,2.885612E-24,3.982523E-16,3.247124E-16,0.000506219,0.01511658,8.545207E-05,3.721E-09,2.163447E-17,0.0001692464,_,_,0,_,_
t,2024-03-03-11-32:40:3538,1,-1,-1,-1,71,71,Untagged,0.08287156,0.06916086,1.401298E-45,0.0004635407,0.09745268,0.05938229,1.401298E-45,1.401298E-45,7.292202E-32,9.546879E-23,1.401298E-45,1.401298E-45,0.05352603,2.291054E-07,0.07344324,0.01995959,0.01297365,0.1040581,0,0,0,0,0.04471575,0.04581959,0.03164519,1.401298E-45,1.034682E-31,3.643376E-44,0.1597558,0.115839,0.01102878,0.01094452,9.545471E-23,7.953082E-32,0,0,0,0,0,0,8.926865E-08,1.034682E-31,6.890831E-18,1.401298E-45,9.626613E-08,5.745324E-44,1.053978E-07,4.904545E-44,1.401298E-45,1.401298E-45,0.02552631,5.745324E-44,3.783506E-44,8.575446E-23,1.433318E-24,1.978166E-16,1.612885E-16,0.0003444404,0.01718645,3.120129E-05,1.018548E-10,1.07461E-17,0.003380853,_,_,0,_,_
t,2024-03-03-11-32:40:3945,1,-1,-1,-1,71,71,Untagged,0.08568572,0.07512884,1.401298E-45,0.0003150356,0.0951561,0.05714753,1.401298E-45,1.401298E-45,5.139386E-32,6.728435E-23,1.401298E-45,1.401298E-45,0.04455647,1.452863E-07,0.06134242,0.01681176,0,0.08912152,0.0001234363,0,0,0,0.03839497,0.03242877,0.02974285,1.401298E-45,7.292219E-32,2.522337E-44,0.1208408,0.1159517,0.01096113,0.01091724,6.727442E-23,5.605161E-32,0,0,0,0,0,0,6.284585E-08,7.292219E-32,4.856509E-18,1.401298E-45,6.782511E-08,4.063766E-44,7.421171E-08,3.503246E-44,1.401298E-45,1.401298E-45,0.02455882,4.063766E-44,2.662467E-44,6.04379E-23,1.010171E-24,1.394169E-16,1.136726E-16,0.000284289,0.01289051,1.955395E-05,2.08179E-11,7.573619E-18,0.002080535,_,_,0,_,_
t,2024-03-03-11-32:40:4546,1,-1,-1,-1,71,71,Untagged,0.0917683,0.1033449,1.401298E-45,0.0001480909,0.08012576,0.04202218,1.401298E-45,1.401298E-45,2.552811E-32,3.342116E-23,1.401298E-45,1.401298E-45,0.03143263,0,0.0318021,0.0003720918,0,0.01239245,0.075312,0,0,0,0.02337357,0.01868636,0.02810049,1.401298E-45,3.622155E-32,1.261169E-44,0.1447262,0.09666526,0.01090126,0.01088852,3.341623E-23,2.784168E-32,0,0,0,0,0,0,3.116496E-08,3.622155E-32,2.412302E-18,1.401298E-45,3.367386E-08,1.961818E-44,3.680933E-08,1.821688E-44,1.401298E-45,1.401298E-45,0.02600799,1.961818E-44,1.261169E-44,3.002042E-23,5.017675E-25,6.925049E-17,5.646293E-17,0.0001938338,0.007593321,8.114593E-06,1.278822E-12,3.761931E-18,0.0008392779,_,_,0,_,_
t,2024-03-03-11-32:40:5074,1,-1,-1,-1,71,71,Untagged,0.09657612,0.1237492,1.401298E-45,7.08258E-05,0.07715046,0.03908502,1.401298E-45,1.401298E-45,1.268E-32,1.660054E-23,1.401298E-45,1.401298E-45,0.02849435,9.094947E-13,0.02850645,1.461698E-05,0,0,0.09743119,0.010604,0,0,0.01947683,0.01258767,0.02753758,1.401298E-45,1.799152E-32,5.605194E-45,0.1489836,0.1023542,0.01088012,0.01087615,1.659809E-23,1.382917E-32,0,0,0,0,0,0,1.546239E-08,1.799152E-32,1.198208E-18,1.401298E-45,1.672066E-08,9.809089E-45,1.826558E-08,8.407791E-45,1.401298E-45,1.401298E-45,0.02565004,9.809089E-45,5.605194E-45,1.491137E-23,2.492316E-25,3.439723E-17,2.804556E-17,0.0001322702,0.004683031,3.558235E-06,1.242655E-13,1.868579E-18,0.0003607518,_,_,0,_,_
t,2024-03-03-11-32:40:5637,1,-1,-1,-1,71,71,Untagged,0.09561852,0.1281489,1.401298E-45,4.921304E-05,0.07666481,0.03861175,1.401298E-45,1.401298E-45,8.936642E-33,1.169977E-23,1.401298E-45,1.401298E-45,0.01878563,0,0.01878862,3.529091E-06,0,0,0.09903083,0.01236565,0,0,0.01663094,0.01082918,0.0274063,1.401298E-45,1.26801E-32,4.203895E-45,0.1722504,0.08613557,0.0108751,0.01087283,1.169804E-23,9.746556E-33,0,0,0,0,0,0,1.089301E-08,1.26801E-32,8.44476E-19,1.401298E-45,1.1783E-08,7.006492E-45,1.286854E-08,5.605194E-45,1.401298E-45,1.401298E-45,0.02615624,7.006492E-45,4.203895E-45,1.050927E-23,1.75654E-25,2.424256E-17,1.976601E-17,0.0001092901,0.003724713,2.392598E-06,4.500367E-14,1.316942E-18,0.0002407383,_,_,0,_,_
t,2024-03-03-11-32:40:5989,1,-1,-1,-1,71,71,Untagged,0.09489072,0.1308832,1.401298E-45,3.427919E-05,0.0764082,0.0383633,1.401298E-45,1.401298E-45,6.298388E-33,8.245789E-24,1.401298E-45,1.401298E-45,0.01687387,0,0.01687446,9.615229E-07,0,0,0.0989704,0.01236361,0,0,0.01458731,0.01196503,0.02732337,1.401298E-45,8.936713E-33,2.802597E-45,0.1794062,0.0935394,0.0108719,0.01087059,8.244572E-24,6.869201E-33,0,0,0,0,0,0,7.67452E-09,8.936713E-33,5.951719E-19,1.401298E-45,8.303624E-09,5.605194E-45,9.066771E-09,4.203895E-45,1.401298E-45,1.401298E-45,0.02272219,5.605194E-45,2.802597E-45,7.406746E-24,1.237979E-25,1.708573E-17,1.393074E-17,9.031321E-05,0.002982154,1.621709E-06,1.779664E-14,9.281572E-19,0.0001621428,_,_,0,_,_
t,2024-03-03-11-32:40:6340,1,-1,-1,-1,71,71,Untagged,0.08168639,0.1270141,1.401298E-45,2.392515E-05,0.06977201,0.0382273,1.401298E-45,1.401298E-45,4.438934E-33,5.81141E-24,1.401298E-45,1.401298E-45,0.01644635,0,0.0164463,2.931007E-07,0,0,0.1030601,0.01648961,0,0,0.01308904,0.0104267,0.02727006,1.401298E-45,6.298355E-33,1.401298E-45,0.1672594,0.09723978,0.01086983,0.01086906,5.810553E-24,4.841228E-33,0,0,0,0,0,0,5.407232E-09,6.298355E-33,4.194611E-19,1.401298E-45,5.851688E-09,4.203895E-45,6.388416E-09,2.802597E-45,1.401298E-45,1.401298E-45,0.0243451,4.203895E-45,1.401298E-45,5.220075E-24,8.724941E-26,1.204156E-17,9.818009E-18,7.463813E-05,0.002400781,1.106519E-06,7.616384E-15,6.541402E-19,0.0001100506,_,_,0,_,_
t,2024-03-03-11-32:40:6760,1,-1,-1,-1,71,71,Untagged,0.09436297,0.1318468,1.401298E-45,1.171036E-05,0.07324743,0.04755159,1.401298E-45,1.401298E-45,2.204873E-33,2.886598E-24,1.401298E-45,1.401298E-45,0.02064266,4.656613E-09,0.02634821,0.005707854,0,0,0.09544665,0.008873671,0,0,0.01556186,0.01272415,0.02721232,1.401298E-45,3.128469E-33,1.401298E-45,0.1947467,0.1782497,0.01086756,0.01086729,2.886172E-24,2.404697E-33,0,0,0,0,0,0,2.684665E-09,3.128469E-33,2.083514E-19,1.401298E-45,2.906242E-09,1.401298E-45,3.172003E-09,1.401298E-45,1.401298E-45,1.401298E-45,0.02236687,1.401298E-45,1.401298E-45,2.592875E-24,4.333784E-26,5.98119E-18,4.876724E-18,5.098975E-05,0.00157623,5.232869E-07,1.709202E-15,3.249194E-19,5.162793E-05,_,_,0,_,_
t,2024-03-03-11-32:40:7190,1,-1,-1,-1,71,71,Untagged,0.09394056,0.1331709,1.401298E-45,8.20787E-06,0.08475751,0.05127513,1.401298E-45,1.401298E-45,1.55395E-33,2.034416E-24,1.401298E-45,1.401298E-45,0.002299562,0.4665622,0.1454569,0.2222602,0,0,0.09339217,0.006815582,0,0,0.01152032,0.009526651,0.02719698,1.401298E-45,2.204882E-33,1.401298E-45,0.2543359,0.1596768,0.01086696,0.01086679,2.034116E-24,1.694782E-33,0,0,0,0,0,0,1.891789E-09,2.204882E-33,1.468419E-19,1.401298E-45,2.048165E-09,1.401298E-45,2.235247E-09,1.401298E-45,1.401298E-45,1.401298E-45,0.0241795,1.401298E-45,1.401298E-45,1.827406E-24,3.054364E-26,4.215422E-18,3.437017E-18,4.214861E-05,0.001283647,3.620663E-07,8.821155E-16,2.289966E-19,3.56138E-05,_,_,0,_,_
