ID,TIMESTAMP,CONDITION,TRIAL,Q1ANS,Q2ANS,P1SCORE,P2SCORE,GAZE_FOCUS,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,Max,Invalid,HeartRate,GSR,GSR_CONDUCTANCE
t,2024-01-03-10-28:11:3345,1,-1,-1,-1,71,71,Untagged,0.02029482,0.04242161,1.401298E-45,1.401298E-45,0.07256719,0.06519416,1.401298E-45,1.401298E-45,1.401298E-45,1.331234E-43,8.905467E-14,4.344025E-44,0,0.02846974,8.032268E-11,0.02846715,0,0,0.27132,0.1853864,0,0,0.006706506,0.003699598,0.008447507,1.401298E-45,1.401298E-45,1.401298E-45,6.170679E-21,0.1102485,0.01086564,5.223342E-05,3.532805E-07,7.099401E-08,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.471363E-43,9.10844E-44,7.45928E-07,7.558927E-06,9.825725E-07,3.412384E-08,1.401298E-45,1.401298E-45,0.01156694,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,6.072246E-12,1.401298E-45,1.401298E-45,1.162953E-07,3.450104E-08,_,_,0,_,_
t,2024-01-03-10-28:11:3808,1,-1,-1,-1,71,71,Untagged,0.01292308,0.02874338,1.401298E-45,1.401298E-45,0.06732709,0.06519401,1.401298E-45,1.401298E-45,1.401298E-45,6.586103E-44,4.423447E-14,2.242078E-44,0,0.04924197,3.989541E-11,0.04921643,0,0,0.266804,0.1809463,0,0,0.004731157,0.002869777,0.003137696,1.401298E-45,1.401298E-45,1.401298E-45,3.065048E-21,0.1098741,0.01086564,2.407806E-05,1.719307E-07,3.507137E-08,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,7.286752E-44,4.484155E-44,3.596332E-07,3.485911E-06,4.749587E-07,1.682953E-08,1.401298E-45,1.401298E-45,0.007805977,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,4.151243E-12,1.401298E-45,1.401298E-45,5.708601E-08,1.709501E-08,_,_,0,_,_
t,2024-01-03-10-28:11:4491,1,-1,-1,-1,71,71,Untagged,0.01098407,0.02647703,1.401298E-45,1.401298E-45,0.06591499,0.06519394,1.401298E-45,1.401298E-45,1.401298E-45,3.222986E-44,2.197202E-14,1.121039E-44,0,0.04790345,1.981613E-11,0.04788109,0,0,0.2574157,0.1714634,0,0,0.00410941,0.002327845,0.006530806,1.401298E-45,1.401298E-45,1.401298E-45,1.522462E-21,0.0818358,0.01086564,1.13613E-05,8.421481E-08,1.735556E-08,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,3.643376E-44,2.242078E-44,1.750253E-07,1.645317E-06,2.315644E-07,8.318931E-09,1.401298E-45,1.401298E-45,0.006423165,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,2.837983E-12,1.401298E-45,1.401298E-45,2.812703E-08,8.477133E-09,_,_,0,_,_
t,2024-01-03-10-28:11:4927,1,-1,-1,-1,71,71,Untagged,0.008208959,0.02209009,1.401298E-45,1.401298E-45,0.0656324,0.06519391,1.401298E-45,1.401298E-45,1.401298E-45,2.242078E-44,1.54854E-14,8.407791E-45,0,0.04755697,1.396582E-11,0.04753524,0,0,0.2333757,0.1472568,0,0,0.003885014,0.001894117,0.003921027,1.401298E-45,1.401298E-45,1.401298E-45,1.072998E-21,0.1056958,0.01086564,7.854283E-06,5.904265E-08,1.221473E-08,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,2.522337E-44,1.541428E-44,1.224137E-07,1.137564E-06,1.62066E-07,5.85233E-09,1.401298E-45,1.401298E-45,0.006086271,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,2.346521E-12,1.401298E-45,1.401298E-45,1.976334E-08,5.970744E-09,_,_,0,_,_
t,2024-01-03-10-28:11:5361,1,-1,-1,-1,71,71,Untagged,0.01492696,0.02726068,1.401298E-45,1.401298E-45,0.06536751,0.0567233,1.401298E-45,1.401298E-45,1.401298E-45,1.121039E-44,7.691751E-15,4.203895E-45,0,0.02924,6.936839E-12,0.029237,0,0,0.233703,0.1475493,0,0,0.005639133,0.001686056,0.001521914,1.401298E-45,1.401298E-45,1.401298E-45,5.329689E-22,0.08588507,0.01086564,0.003723713,2.909577E-08,6.054365E-09,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.261169E-44,8.407791E-45,6.010475E-08,5.488747E-07,7.965453E-08,2.89892E-09,1.401298E-45,1.401298E-45,0.005726411,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.604177E-12,1.401298E-45,1.401298E-45,9.771796E-09,2.962912E-09,_,_,0,_,_
t,2024-01-03-10-28:11:6193,1,-1,-1,-1,71,71,Untagged,0.008466403,0.02284661,1.401298E-45,1.401298E-45,0.06526753,0.05498808,1.401298E-45,1.401298E-45,1.401298E-45,5.605194E-45,3.820571E-15,1.401298E-45,0,0.02634078,3.445558E-12,0.02633894,0,0,0.2056187,0.1192068,0,0,0.004706853,0.001648397,0.0006365755,1.401298E-45,1.401298E-45,1.401298E-45,2.647311E-22,0.09207362,0.01086564,0.001583216,1.43741E-08,3.002923E-09,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,5.605194E-45,4.203895E-45,2.961925E-08,2.67263E-07,3.92805E-08,1.437215E-09,1.401298E-45,1.401298E-45,0.005568909,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.096681E-12,1.401298E-45,1.401298E-45,4.838575E-09,1.470754E-09,_,_,0,_,_
t,2024-01-03-10-28:11:6606,1,-1,-1,-1,71,71,Untagged,0.006522329,0.02292339,1.401298E-45,1.401298E-45,0.06524278,0.05469825,1.401298E-45,1.401298E-45,1.401298E-45,4.203895E-45,2.692668E-15,1.401298E-45,0,0.02313162,2.428355E-12,0.02313039,0,0,0.2017001,0.1154049,0,0,0.004371959,0.001868468,0.0004204009,1.401298E-45,1.401298E-45,1.401298E-45,1.865776E-22,0.09296045,0.01086564,0.001052127,1.011008E-08,2.11526E-09,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,4.203895E-45,2.802597E-45,2.081332E-08,1.869635E-07,2.760941E-08,1.012209E-09,1.401298E-45,1.401298E-45,0.005526273,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,9.067679E-13,1.401298E-45,1.401298E-45,3.406143E-09,1.036308E-09,_,_,0,_,_
t,2024-01-03-10-28:11:6971,1,-1,-1,-1,71,71,Untagged,0.006146681,0.02043817,1.401298E-45,1.401298E-45,0.06521606,0.05445719,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.337486E-15,1.401298E-45,0,0.02159237,1.20619E-12,0.02159144,0,0,0.1406631,0.05409144,0,0,0.003399852,0.001247867,0.0001891414,1.401298E-45,1.401298E-45,1.401298E-45,9.267573E-23,0.08573162,0.01086564,0.0004779142,5.006459E-09,1.049822E-09,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.029208E-08,9.1827E-08,1.365807E-08,5.02244E-10,1.401298E-45,1.401298E-45,0.005477448,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,6.199066E-13,1.401298E-45,1.401298E-45,1.688886E-09,5.1456E-10,_,_,0,_,_
t,2024-01-03-10-28:11:7563,1,-1,-1,-1,71,71,Untagged,0.004822474,0.02092559,1.401298E-45,1.401298E-45,0.06520898,0.05440759,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,9.426313E-16,1.401298E-45,0,0.02141939,8.500946E-13,0.02141854,0,0,0.1263232,0.03964174,0,0,0.003307051,0.001022774,0.0001284253,1.401298E-45,1.401298E-45,1.401298E-45,6.531585E-23,0.03974407,0.01086564,0.0003256787,3.5244E-09,7.396653E-10,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,7.241482E-09,6.44452E-08,9.611202E-09,3.538297E-10,1.401298E-45,1.401298E-45,0.005463813,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,5.125555E-13,1.401298E-45,1.401298E-45,1.189502E-09,3.626009E-10,_,_,0,_,_
t,2024-01-03-10-28:11:7932,1,-1,-1,-1,71,71,Untagged,0.004696443,0.01878597,1.401298E-45,1.401298E-45,0.06520099,0.05436024,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,4.682176E-16,1.401298E-45,0,0.02130815,4.222518E-13,0.0213073,0,0.03911985,0.04764964,0,0,0,0.003168191,0.001115338,6.028327E-05,1.401298E-45,1.401298E-45,1.401298E-45,3.244326E-23,0.06635955,0.01086564,0.0001537215,1.747587E-09,3.672321E-10,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,3.587843E-09,3.180733E-08,4.762995E-09,1.756463E-10,1.401298E-45,1.401298E-45,0.005447875,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,1.401298E-45,3.504053E-13,1.401298E-45,1.401298E-45,5.902504E-10,1.800714E-10,_,_,0,_,_
