ID,TIMESTAMP,CONDITION,TRIAL,Q1ANS,Q2ANS,P1SCORE,P2SCORE,GAZE_FOCUS,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,Max,Invalid,HeartRate,GSR,GSR_CONDUCTANCE
t,2024-19-02-14-19:26:7447,1,-1,-1,-1,71,71,TaskSelf_Hand,0.03360359,0.04237468,0,0,0.2761099,0.2961733,0,0,0.0008982965,0.03292746,0.02716455,0.03802992,0.1053417,7.002056E-05,0.1887218,0.08516831,0,0,0.1009006,0.008727263,0,0,2.662569E-07,1.062353E-07,0.009764097,0,0.001101596,0.0107567,0.1657933,0.4943486,0.01086564,0.002467044,0.2842087,0.2952803,0,7.567012E-44,0,0,2.716038E-21,2.716038E-21,1.243541E-10,1.243561E-10,0.02530758,0.02525121,0.07421764,0.1286515,0.04885246,0.1151009,0,0,0.01901488,8.419517E-19,5.751528E-19,0.01062821,5.01421E-40,7.287018E-07,7.805304E-07,0,1.681351E-25,0,0,0.1698324,0.1613092,_,_,0,_,_
t,2024-19-02-14-19:26:8070,1,-1,-1,-1,71,71,TaskSelf_Hand,0.03839118,0.06480765,0,0,0.2767696,0.298275,0,0,0.0003641976,0.0294351,0.02716433,0.04798533,0.001112014,0.01008549,0.1711264,0.1798431,0.01357705,0.1066501,0,0,0,0,1.820225E-07,7.262637E-08,0.01035984,0,0.0005058268,0.01081511,0.1751157,0.5102373,0.01086564,0.006487657,0.2833085,0.2928966,0,3.783506E-44,0,0,1.349073E-21,1.349073E-21,6.17665E-11,6.176751E-11,0.02659615,0.02649028,0.07034771,0.1262278,0.04093508,0.1065264,0,0,0.01901488,4.182028E-19,2.856821E-19,0.01075203,2.490598E-40,3.607431E-07,3.869902E-07,0,1.149435E-25,0,0,0.1680592,0.1586527,_,_,0,_,_
t,2024-19-02-14-19:26:8457,1,-1,-1,-1,71,71,TaskSelf_Hand,0.04170099,0.06201611,0,0,0.3063492,0.3189518,0,0,0.0002376651,0.02862994,0.03305728,0.05165218,0.0004941523,0.01140542,0.1412187,0.1519556,0.0333173,0.1267034,0,0,0,0,1.505015E-07,6.004965E-08,0.01051955,0,0.000346118,0.01083093,0.1619179,0.5345312,0.01086564,0.008665491,0.3074859,0.3322654,0,2.662467E-44,0,0,9.508043E-22,9.508043E-22,4.353175E-11,4.353246E-11,0.02683203,0.02674768,0.07286002,0.1277192,0.04820856,0.1136518,0,0,0.01901488,2.947423E-19,2.01344E-19,0.01078668,1.755337E-40,2.539279E-07,2.725587E-07,0,9.503878E-26,0,0,0.1681969,0.1530982,_,_,0,_,_
t,2024-19-02-14-19:26:8859,1,-1,-1,-1,71,71,TaskSelf_Hand,0.02398887,0.05742409,0,0,0.2913406,0.3069479,0,0,0.0001049848,0.02780079,0.02964235,0.0424629,0.007181808,0.0003549755,0.1377749,0.131027,0.03353713,0.1273985,0,0,0,0,1.028896E-07,4.105269E-08,0.01070126,0,0.0001643922,0.01084906,0.1624839,0.5375468,0.01086564,0.005399104,0.2969716,0.3212171,0,1.261169E-44,0,0,4.722807E-22,4.722807E-22,2.162277E-11,2.162312E-11,0.02704047,0.02699501,0.07494635,0.1215424,0.04454241,0.1062029,0,0,0.01901488,1.464035E-19,1.00011E-19,0.01082724,8.719019E-41,1.258921E-07,1.352455E-07,0,6.497293E-26,0,0,0.1627922,0.1512158,_,_,0,_,_
t,2024-19-02-14-19:26:9528,1,-1,-1,-1,71,71,TaskSelf_Hand,0.01923711,0.05107341,0,0,0.2897403,0.3041124,0,0,7.078904E-05,0.02759066,0.0340265,0.04921685,0.0003162771,0.05358575,0.1264412,0.1787225,0,0.08714391,0.006291263,0,0,0,8.507151E-08,3.394335E-08,0.01075172,0,0.000113928,0.01085412,0.1650346,0.5177242,0.01086564,0.003118099,0.2937563,0.3181857,0,8.407791E-45,0,0,3.328514E-22,3.328514E-22,1.523913E-11,1.523937E-11,0.02708604,0.0270537,0.0753749,0.1253075,0.04956299,0.1049187,0,0,0.01901488,1.031815E-19,7.048518E-20,0.01083879,6.144974E-41,8.866282E-08,9.528089E-08,0,5.372119E-26,0,0,0.1650451,0.1492283,_,_,0,_,_
t,2024-19-02-14-19:26:9940,1,-1,-1,-1,71,71,TaskSelf_Hand,0.02234543,0.05092798,0,0,0.2952859,0.3023099,0,0,4.809212E-05,0.02745235,0.03137874,0.04415822,0.0001582131,0.04799423,0.1065444,0.1538347,0,0.08530563,0.008132566,0,0,0,7.03393E-08,2.806524E-08,0.01078646,0,7.918395E-05,0.01085762,0.1514889,0.5126346,0.01086564,0.006849014,0.2966082,0.316738,0,5.605194E-45,0,0,2.345861E-22,2.345861E-22,1.074016E-11,1.074033E-11,0.02711391,0.02709108,0.07024363,0.1225339,0.04366444,0.1042214,0,0,0.01901488,7.271995E-20,4.967635E-20,0.01084684,4.330853E-41,6.245099E-08,6.713044E-08,0,4.441809E-26,0,0,0.166342,0.1531415,_,_,0,_,_
t,2024-19-02-14-19:27:0302,1,-1,-1,-1,71,71,TaskSelf_Hand,0.01358253,0.04317765,0,0,0.2671189,0.274603,0,0,2.259389E-05,0.02729843,0.03400953,0.05215568,0.0003276169,0.01442282,0.1285258,0.1424501,0,0.08699659,0.006942662,0,0,0,4.808685E-08,1.918657E-08,0.01082713,0,3.851194E-05,0.00499187,0.1424851,0.5364299,0.01086564,0.002274174,0.2740552,0.2915661,0,2.802597E-45,0,0,1.165216E-22,1.165216E-22,5.33474E-12,5.334826E-12,0.02714243,0.02713118,0.06663877,0.1253862,0.04807737,0.103599,0,0,0.01901488,3.612085E-20,2.467482E-20,0.0108564,2.151273E-41,3.099274E-08,3.332845E-08,0,3.036608E-26,0,0,0.1598294,0.1536636,_,_,0,_,_
t,2024-19-02-14-19:27:0663,1,-1,-1,-1,71,71,TaskSelf_Hand,0.02555083,0.04471759,0,0,0.2631308,0.275976,0,0,1.559418E-05,0.02725653,0.03126248,0.05322937,0.07107244,0.0003944635,0.2018655,0.1329892,0,0.06116857,0.03206402,0,0,0,3.975964E-08,1.586404E-08,0.01083872,0,2.692921E-05,0.007104503,0.174559,0.5372993,0.01086564,0.001373321,0.2652614,0.2815512,0,1.401298E-45,0,0,8.212248E-23,8.212248E-23,3.759829E-12,3.75989E-12,0.01739055,0.02714173,0.06601648,0.1275628,0.04312122,0.1034616,0,0,0.01901488,2.545737E-20,1.73904E-20,0.01085915,1.516205E-41,2.183594E-08,2.348511E-08,0,2.510759E-26,0,0,0.1587979,0.1505357,_,_,0,_,_
t,2024-19-02-14-19:27:1232,1,-1,-1,-1,71,71,TaskSelf_Hand,0.01927236,0.03211483,0,0,0.2611914,0.2705664,0,0,7.504354E-06,0.02720838,0.02874785,0.04520528,0.1313108,7.478148E-05,0.2166463,0.08828305,0,0,0.1396811,0.04651226,0,0,2.718141E-08,1.084535E-08,0.01085243,0,1.321746E-05,0.004028549,0.08771514,0.5097885,0.01086564,0.0005378937,0.2633058,0.2749112,0,1.401298E-45,0,0,4.079135E-23,4.079135E-23,1.867554E-12,1.867584E-12,0.02361394,0.02715359,0.06833651,0.1293919,0.03953807,0.1033242,0,0,0.01901488,1.264502E-20,8.638048E-21,0.01086244,7.531979E-42,1.084079E-08,1.16622E-08,0,1.716465E-26,0,0,0.1579694,0.1479935,_,_,0,_,_
t,2024-19-02-14-19:27:1633,1,-1,-1,-1,71,71,TaskSelf_Hand,0.01927236,0.03211483,0,0,0.2611914,0.2705664,0,0,7.504354E-06,0.02720838,0.02874785,0.04520528,0.1313108,7.478148E-05,0.2166463,0.08828305,0,0,0.1396811,0.04651226,0,0,2.718141E-08,1.084535E-08,0.01085243,0,1.321746E-05,0.004028549,0.08771514,0.5097885,0.01086564,0.0005378937,0.2633058,0.2749112,0,1.401298E-45,0,0,4.079135E-23,4.079135E-23,1.867554E-12,1.867584E-12,0.02361394,0.02715359,0.06833651,0.1293919,0.03953807,0.1033242,0,0,0.01901488,1.264502E-20,8.638048E-21,0.01086244,7.531979E-42,1.084079E-08,1.16622E-08,0,1.716465E-26,0,0,0.1579694,0.1479935,_,_,0,_,_
t,2024-19-02-14-19:27:2111,1,-1,-1,-1,71,71,TaskSelf_Hand,0.02587516,0.04308257,0,0,0.268924,0.2880668,0,0,3.647485E-06,0.02718556,0.03095414,0.05177134,0.1467346,0.000254795,0.2611044,0.1207153,0,0,0.1454369,0.05170466,0,0,1.858243E-08,7.414367E-09,0.01085913,0,6.511928E-06,0.003321442,0.1481006,0.5227804,0.01086564,0.005799904,0.2639874,0.2871785,0,1.401298E-45,0,0,2.026169E-23,2.026169E-23,9.276412E-13,9.276564E-13,0.02574776,0.02715908,0.06895445,0.1299989,0.0432216,0.1032683,0,0,0.01901488,6.280976E-21,4.290651E-21,0.01086406,3.741467E-42,5.38295E-09,5.791721E-09,0,1.173453E-26,0,0,0.1655509,0.1549508,_,_,0,_,_
t,2024-19-02-14-19:27:2603,1,-1,-1,-1,71,71,TaskSelf_Hand,0.01857701,0.02801161,0,0,0.2221228,0.259689,0,0,0.005873456,0.02717908,0.02949488,0.04422124,0.9692695,0.9679685,0.01786586,0.01974788,0,0,0.1412766,0.05022757,0,0,1.536438E-08,6.130369E-09,0.01086107,0,0.005891337,0.006423056,0.01344393,0.01388714,0.01086564,0.003528773,0.2409096,0.2584304,0,1.401298E-45,0,0,1.427989E-23,1.427989E-23,6.537758E-13,6.537864E-13,0.0169435,0.02716061,0.06017144,0.124629,0.04091692,0.09721011,0,0,0.01798461,4.42666E-21,3.023934E-21,0.01086453,2.637244E-42,3.793271E-09,4.081563E-09,0,9.702377E-27,0,0,0.1397865,0.1386668,_,_,0,_,_
t,2024-19-02-14-19:27:3201,1,-1,-1,-1,71,71,TaskSelf_ETC,0.03996899,0.04095803,0,0,0.2158288,0.2242017,0,0,0.007432558,0.02717144,0.02810336,0.03954317,0.9675386,0.9999875,0.03097977,6.030502E-06,0,0.08619779,0.002177418,0,0,0,1.050379E-08,4.191E-09,0.01086338,0,0.002472309,0.009192842,0.0001801136,0.02929236,0.01086564,0.001398459,0.2237832,0.2505513,0,1.401298E-45,0,0,7.093049E-24,7.093049E-24,3.247406E-13,3.24746E-13,0.01212682,0.02716241,0.04927121,0.1209426,0.03455642,0.09351868,0,0,0.01706812,2.198793E-21,1.502037E-21,0.007070709,1.310214E-42,1.883815E-09,2.027165E-09,0,6.632989E-27,0,0,0.1283232,0.1281079,_,_,0,_,_
t,2024-19-02-14-19:27:3608,1,-1,-1,-1,71,71,TaskSelf_Hand,0.0925573,0.0734208,0,0,0.2432392,0.256294,0,0,0.004505951,0.02716925,0.0277756,0.03883846,0.4254043,0.344461,0.3259381,0.3868886,0,0.02670688,0.06531835,0,0,0,8.684806E-09,3.465227E-09,0.01086405,0,0.001634773,0.009804718,0.02406176,0.2019983,0.01086564,0.0009046233,0.2300065,0.2501175,0,1.401298E-45,0,0,4.999018E-24,4.999018E-24,2.288697E-13,2.288734E-13,0.01149594,0.02716292,0.05604067,0.1203217,0.03574959,0.09757598,0,0,0.01771413,1.549659E-21,1.058601E-21,0.00838542,9.234557E-43,1.327574E-09,1.428643E-09,0,5.484328E-27,0,0,0.1341845,0.1364029,_,_,0,_,_
t,2024-19-02-14-19:27:3980,1,-1,-1,-1,71,71,TaskSelf_Hand,0.09456531,0.07474766,0,0,0.2472411,0.269105,0,0,0.001775711,0.02716664,0.02743325,0.03407523,0.1474176,0.003315136,0.3395674,0.2177958,0,0,0.1286357,0.0367402,0,0,5.937286E-09,2.36897E-09,0.01086485,0,0.0007369034,0.01041717,0.1243975,0.492286,0.01086564,0.00371133,0.2326563,0.2386927,0,1.401298E-45,0,0,2.483062E-24,2.483062E-24,1.136818E-13,1.136836E-13,0.01104823,0.01722263,0.05956221,0.1124611,0.03701325,0.09381244,0,0,0.01841911,7.697308E-22,5.258175E-22,0.002022851,4.582246E-43,6.59347E-10,7.095791E-10,0,3.74931E-27,0,0,0.1407939,0.1316561,_,_,0,_,_
t,2024-19-02-14-19:27:4693,1,-1,-1,-1,71,71,TaskSelf_Hand,0.06908341,0.05929974,0,0,0.2552685,0.2753494,0,0,0.0007507785,0.02716536,0.02728709,0.04260115,0.1512133,0.0002236143,0.2543558,0.1103896,0,0,0.1151093,0.02427683,0,0,4.058988E-09,1.619531E-09,0.01086525,0,0.0003423575,0.007236098,0.1655145,0.537329,0.01086564,0.001477511,0.231513,0.25899,0,1.401298E-45,0,0,1.233371E-24,1.233371E-24,5.646726E-14,5.646819E-14,0.01568562,0.02331474,0.06320981,0.1161764,0.03756112,0.09283626,0,0,0.01873501,3.823358E-22,2.611807E-22,0.007799174,2.270104E-43,3.274822E-10,3.524433E-10,0,2.563192E-27,0,0,0.1538835,0.1421262,_,_,0,_,_
t,2024-19-02-14-19:27:5161,1,-1,-1,-1,71,71,TaskSelf_ETC,0.06543394,0.0577072,0,0,0.2581988,0.276197,0,0,0.0004978632,0.02716499,0.02724811,0.04924478,0.1381002,0.000201501,0.2400738,0.1075839,0,0.003658344,0.0872347,0,0,0,3.356079E-09,1.339071E-09,0.01086537,0,0.0002352982,0.003588743,0.223395,0.5375806,0.01086564,0.0009574369,0.2404188,0.2596482,0,1.401298E-45,0,0,8.69252E-25,8.69252E-25,3.979686E-14,3.979751E-14,0.0219027,0.02469624,0.06396765,0.1172055,0.0377086,0.09788018,0,0,0.01882173,2.694617E-22,1.840743E-22,0.008982129,1.59748E-43,2.307957E-10,2.483904E-10,0,2.119315E-27,0,0,0.1556687,0.1441495,_,_,0,_,_
t,2024-19-02-14-19:27:5558,1,-1,-1,-1,71,71,TaskSelf_Hand,0.06025299,0.05533315,0,0,0.2532378,0.2768127,0,0,0.0002254093,0.02716454,0.02720389,0.0414883,0.1597782,0.0003237352,0.2744839,0.1238714,0,0.004025217,0.08793155,0,0,0,2.294362E-09,9.154478E-10,0.01086551,0,0.0001125101,0.0010267,0.2319392,0.5345664,0.01086564,0.0004183914,0.2310666,0.2454324,0,1.401298E-45,0,0,4.317695E-25,4.317695E-25,1.976764E-14,1.976797E-14,0.02584108,0.02610332,0.0646959,0.1184018,0.03787687,0.09421587,0,0,0.01892193,1.338454E-22,9.143226E-23,0.01010807,7.847271E-44,1.146346E-10,1.233761E-10,0,1.448857E-27,0,0,0.1569821,0.1412504,_,_,0,_,_
t,2024-19-02-14-19:27:6256,1,-1,-1,-1,71,71,TaskSelf_Hand,0.02351308,0.0219556,0,0,0.2067866,0.2561347,0,0,0.005873269,0.02716433,0.01716242,0.03248368,0.9837939,0.9859002,0.0115499,0.008434916,0,2.24057E-05,0.0919273,0,0,0,1.568523E-09,6.258388E-10,0.01086558,0,5.444512E-05,0.007868925,0.001637938,0.009130976,0.01086564,0.0001902252,0.2054633,0.2205542,0,1.401298E-45,0,0,2.144651E-25,2.144651E-25,9.818823E-15,9.818985E-15,0.01433695,0.02668734,0.04486853,0.1092298,0.03204104,0.09305935,0,0,0.0160665,6.648258E-23,4.541549E-23,0.002496871,3.783506E-44,5.693871E-11,6.128142E-11,0,9.904998E-28,0,0,0.1282707,0.1251182,_,_,0,_,_
t,2024-19-02-14-19:27:6638,1,-1,-1,-1,71,71,TaskSelf_Hand,0.01564761,0.01704434,0,0,0.2104787,0.230081,0,0,0.008393967,0.02716426,0.020917,0.0342859,0.9996079,0.9996893,0.0002692736,0.0001706266,0,0,0.09696012,0.007016891,0,0,1.2969E-09,5.174614E-10,0.0108656,0,3.799821E-05,0.009116622,0.0001762281,0.0003416613,0.01086564,0.0001296769,0.1980092,0.214015,0,1.401298E-45,0,0,1.511508E-25,1.511508E-25,6.920116E-15,6.92023E-15,0.01268102,0.02684051,0.04865579,0.1057454,0.02952028,0.08229148,0,0,0.01614437,4.685564E-23,3.200796E-23,0.006063788,2.662467E-44,4.012887E-11,4.318971E-11,0,8.189735E-28,0,0,0.1221507,0.1216885,_,_,0,_,_
t,2024-19-02-14-19:27:7160,1,-1,-1,-1,71,71,TaskSelf_ETC,0.09394565,0.09456119,0,0,0.2325882,0.2404138,0,0,0.004965475,0.02716422,0.02318372,0.03548388,0.850894,0.9501337,0.1494379,0.02745787,0,0,0.09696012,0.007016891,0,0,1.072313E-09,4.278516E-10,0.01086561,0,2.656439E-05,0.004689957,2.222122E-05,0.1280913,0.01086564,0.005866671,0.2081105,0.2241357,0,1.401298E-45,0,0,1.065281E-25,1.065281E-25,4.877159E-15,4.877239E-15,0.01185942,0.02694306,0.0508366,0.1043621,0.03286969,0.08559875,0,0,0.01715033,3.302292E-23,2.255857E-23,0.008018794,1.821688E-44,2.828177E-11,3.043909E-11,0,6.771502E-28,0,0,0.1327561,0.1361715,_,_,0,_,_
t,2024-19-02-14-19:27:7868,1,-1,-1,-1,71,71,TaskSelf_ETC,0.09936252,0.1261635,0,0,0.2514545,0.2517108,0,0,0.006946835,0.02716416,0.02546947,0.03683197,0.08067891,0.007708669,0.3167901,0.256902,0,0,0.1352592,0.0446674,0,0,7.330779E-10,2.924972E-10,0.01086563,0,1.303426E-05,0.00878804,0.2396062,0.545929,0.01086564,0.00957569,0.2004674,0.2130397,0,1.401298E-45,0,0,5.291368E-26,5.291368E-26,2.422539E-15,2.422579E-15,0.02030227,0.02705939,0.05881148,0.1035028,0.03334461,0.08923876,0,0,0.01819709,1.640285E-23,1.120509E-23,0.009782301,8.407791E-45,1.404768E-11,1.511933E-11,0,4.629281E-28,0,0,0.141735,0.1322815,_,_,0,_,_
